"sample_raw_id","feature_id","name_sirius","smiles_sirius","InChI_sirius","NPC.pathway_canopus","NPC.superclass_canopus","RF_importance","Mature - Young.sample_raw_id","Mature - Young.group","Mature - Young.posthoc_Pvalue","Mature - Young.log10P"
"2603","X856_776.57_5.3_peak",856,"null","CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)C(=O)CCC(=O)NCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O","InChI=1S/C42H79N3O8/c1-3-5-7-9-11-13-15-17-19-21-23-27-33-44(34-28-24-22-20-18-16-14-12-10-8-6-4-2)39(47)31-30-38(46)43-32-26-25-29-37(42(52)53)45(35-40(48)49)36-41(50)51/h37H,3-36H2,1-2H3,(H,43,46)(H,48,49)(H,50,51)(H,52,53)","Polyketides","Oligopeptides",0.014,"X856_776.57_5.3_peak","Mature - Young",0.0448940116907482,2.34781158467833
"2604","X8563_355.07_5.8_peak",8563,"Ambcb7120755","CC1=CC=CC=C1CSCCNC(=S)NC2=CC=CC=C2","InChI=1S/C17H20N2S2/c1-14-7-5-6-8-15(14)13-21-12-11-18-17(20)19-16-9-3-2-4-10-16/h2-10H,11-13H2,1H3,(H2,18,19,20)","Alkaloids","Tryptophan alkaloids",NA,"X8563_355.07_5.8_peak","Mature - Young",0.138038641606911,1.85999932310936
"2605","X8567_337.7_1.7_peak",8567,NA,NA,NA,NA,NA,0.0075,"X8567_337.7_1.7_peak","Mature - Young",0.0457308600373293,2.3397906309842
"2606","X857_451.27_0.8_peak",857,"null","CCCC(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CC1=CN=CN1)NC(=O)C2CCCN2","InChI=1S/C21H34N6O5/c1-4-6-15(19(29)27-17(12(2)3)21(31)32)25-20(30)16(9-13-10-22-11-24-13)26-18(28)14-7-5-8-23-14/h10-12,14-17,23H,4-9H2,1-3H3,(H,22,24)(H,25,30)(H,26,28)(H,27,29)(H,31,32)","Amino acids and Peptides","Small peptides",0.0315,"X857_451.27_0.8_peak","Mature - Young",0.031490193008526,2.50182467749363
"2607","X858_518.76_1.7_peak",858,NA,NA,NA,NA,NA,NA,"X858_518.76_1.7_peak","Mature - Young",0.844043282244892,1.07363528233388
"2608","X859_766.69_8.4_peak",859,NA,NA,NA,"Fatty acids","Glycerolipids",NA,"X859_766.69_8.4_peak","Mature - Young",0.53524899247482,1.27144414152636
"2609","X8590_258.1_0.4_peak",8590,NA,NA,NA,NA,NA,NA,"X8590_258.1_0.4_peak","Mature - Young",0.770275236670668,1.11335406390714
"2610","X86_401.28_1.1_peak",86,"null","COCC1=CN(N=N1)CCCCCCCCCN2CC(C(C(C2CO)O)O)O","InChI=1S/C19H36N4O5/c1-28-14-15-11-23(21-20-15)10-8-6-4-2-3-5-7-9-22-12-17(25)19(27)18(26)16(22)13-24/h11,16-19,24-27H,2-10,12-14H2,1H3","Amino acids and Peptides","Small peptides",NA,"X86_401.28_1.1_peak","Mature - Young",0.347293898272359,1.45930284689345
"2611","X860_449.33_4.6_peak",860,NA,NA,NA,NA,NA,NA,"X860_449.33_4.6_peak","Mature - Young",0.0789328663870223,2.1027421258344
"2612","X861_580.29_4.8_peak",861,"4-(tert-Butyl)-N-(2-methyl-3-(4-methyl-6-((4-(morpholine-4-carbonyl)phenyl)amino)-5-oxo-4,5-dihydropyrazin-2-yl)phenyl)benzamide","CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=N3)NC4=CC=C(C=C4)C(=O)N5CCOCC5)C","InChI=1S/C34H37N5O4/c1-22-27(7-6-8-28(22)37-31(40)23-9-13-25(14-10-23)34(2,3)4)29-21-38(5)33(42)30(36-29)35-26-15-11-24(12-16-26)32(41)39-17-19-43-20-18-39/h6-16,21H,17-20H2,1-5H3,(H,35,36)(H,37,40)","Alkaloids","Pseudoalkaloids",NA,"X861_580.29_4.8_peak","Mature - Young",0.214176542281331,1.6692280970693
"2613","X8619_308.33_5.1_peak",8619,"2-methyl-6-pentadec-6-enylpiperidine","CCCCCCCCC=CCCCCCC1CCCC(N1)C","InChI=1S/C21H41N/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-19-16-17-20(2)22-21/h10-11,20-22H,3-9,12-19H2,1-2H3","Fatty acids","Fatty amides",0.008,"X8619_308.33_5.1_peak","Mature - Young",0.0294334915207574,2.53115821706257
"2614","X863_560.31_4.9_peak",863,"Lysolecithin","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/p+1","Fatty acids","Glycerophospholipids",NA,"X863_560.31_4.9_peak","Mature - Young",0.524961120912386,1.27987285963872
"2615","X8634_386.68_1.1_peak",8634,NA,NA,NA,NA,NA,NA,"X8634_386.68_1.1_peak","Mature - Young",0.436156861980451,1.36035729045446
"2616","X8649_721.39_2_peak",8649,NA,NA,NA,NA,NA,NA,"X8649_721.39_2_peak","Mature - Young",0.371887110475567,1.4295888739302
"2617","X865_359.18_0.7_peak",865,"Oprea1_034407","C1COCCN1C2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4","InChI=1S/C15H24N6O3/c1-7-22-8-2-19(1)13-16-14(20-3-9-23-10-4-20)18-15(17-13)21-5-11-24-12-6-21/h1-12H2","Amino acids and Peptides","Small peptides",NA,"X865_359.18_0.7_peak","Mature - Young",0.334852467454521,1.47514649649506
"2618","X866_562.29_1.4_peak",866,"null","CC(C)CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C)N","InChI=1S/C27H39N5O8/c1-15(2)12-19(30-24(36)18(14-22(33)34)29-23(35)16(3)28)26(38)32-11-7-10-21(32)25(37)31-20(27(39)40)13-17-8-5-4-6-9-17/h4-6,8-9,15-16,18-21H,7,10-14,28H2,1-3H3,(H,29,35)(H,30,36)(H,31,37)(H,33,34)(H,39,40)","Amino acids and Peptides","Oligopeptides",NA,"X866_562.29_1.4_peak","Mature - Young",0.699199434826079,1.15539893142058
"2619","X8667_532.29_1.5_peak",8667,"N-(2-ethylhexyl)-1-[[2-methyl-4-[(2-methylphenyl)diazenyl]phenyl]diazenyl]-2H-naphthalen-1-amine","CCCCC(CC)CNC1(CC=CC2=CC=CC=C21)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C","InChI=1S/C32H39N5/c1-5-7-14-26(6-2)23-33-32(21-12-16-27-15-9-10-17-29(27)32)37-36-31-20-19-28(22-25(31)4)34-35-30-18-11-8-13-24(30)3/h8-13,15-20,22,26,33H,5-7,14,21,23H2,1-4H3","Alkaloids","Tryptophan alkaloids",NA,"X8667_532.29_1.5_peak","Mature - Young",0.300905129267334,1.52157040915752
"2620","X867_265.15_1.1_peak",867,"valylphenylalanine","CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N","InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)","Amino acids and Peptides","Small peptides",NA,"X867_265.15_1.1_peak","Mature - Young",0.228018320638682,1.64203025724239
"2621","X868_531.28_1_peak",868,NA,NA,NA,NA,NA,NA,"X868_531.28_1_peak","Mature - Young",0.344164028137341,1.46323452389181
"2622","X869_329.15_1.2_peak",869,"tyrosylphenylalanine","C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)N","InChI=1S/C18H20N2O4/c19-15(10-13-6-8-14(21)9-7-13)17(22)20-16(18(23)24)11-12-4-2-1-3-5-12/h1-9,15-16,21H,10-11,19H2,(H,20,22)(H,23,24)","Amino acids and Peptides","Small peptides",NA,"X869_329.15_1.2_peak","Mature - Young",0.824229292652432,1.08395195495187
"2623","X87_524.3_4.7_peak",87,"1-oleoyl-sn-glycero-3-phosphoserine","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O","InChI=1S/C24H46NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)32-18-21(26)19-33-35(30,31)34-20-22(25)24(28)29/h9-10,21-22,26H,2-8,11-20,25H2,1H3,(H,28,29)(H,30,31)","Fatty acids","Glycerophospholipids",NA,"X87_524.3_4.7_peak","Mature - Young",0.117945563938724,1.92831838876027
"2624","X871_447.13_2.3_peak",871,NA,NA,NA,NA,NA,NA,"X871_447.13_2.3_peak","Mature - Young",0.531004981002329,1.27490140507356
"2625","X8720_516.34_6.2_peak",8720,NA,NA,NA,NA,NA,NA,"X8720_516.34_6.2_peak","Mature - Young",0.436221956079371,1.36029247914214
"2626","X8723_541.29_1.8_peak",8723,NA,NA,NA,NA,NA,NA,"X8723_541.29_1.8_peak","Mature - Young",0.640167563452053,1.1937063348321
"2627","X8734_515.39_6.2_peak",8734,NA,NA,NA,NA,NA,NA,"X8734_515.39_6.2_peak","Mature - Young",0.118953438470724,1.92462299971937
"2628","X874_760.46_4.9_peak",874,"Anabaenopeptin I","CCC(C)C(C(=O)O)NC(=O)NC1CCCCNC(=O)C(NC(=O)C(N(C(=O)C(NC(=O)C(NC1=O)C(C)C)CCC2=CC=C(C=C2)O)C)C)CC(C)C","InChI=1S/C38H61N7O9/c1-9-23(6)31(37(52)53)44-38(54)42-27-12-10-11-19-39-33(48)29(20-21(2)3)41-32(47)24(7)45(8)36(51)28(18-15-25-13-16-26(46)17-14-25)40-35(50)30(22(4)5)43-34(27)49/h13-14,16-17,21-24,27-31,46H,9-12,15,18-20H2,1-8H3,(H,39,48)(H,40,50)(H,41,47)(H,43,49)(H,52,53)(H2,42,44,54)","Amino acids and Peptides","Oligopeptides",NA,"X874_760.46_4.9_peak","Mature - Young",0.346643461126983,1.46011698765691
"2629","X876_477.36_5.8_peak",876,NA,NA,NA,NA,NA,0.0035,"X876_477.36_5.8_peak","Mature - Young",0.0497501867357647,2.30320528480449
"2630","X877_241.2_2.2_peak",877,NA,NA,NA,NA,NA,NA,"X877_241.2_2.2_peak","Mature - Young",0.320270729653528,1.49448275078615
"2631","X878_678.39_1.9_peak",878,NA,NA,NA,NA,NA,NA,"X878_678.39_1.9_peak","Mature - Young",0.938586329221731,1.02752577570077
"2632","X879_386.4_5.8_peak",879,"1,1''-(Octadecylimino)dipropan-2-ol","CCCCCCCCCCCCCCCCCCN(CC(C)O)CC(C)O","InChI=1S/C24H51NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(21-23(2)26)22-24(3)27/h23-24,26-27H,4-22H2,1-3H3","Fatty acids","Sphingolipids",NA,"X879_386.4_5.8_peak","Mature - Young",0.357555194838741,1.44665690781075
"2633","X8793_398.27_3.7_peak",8793,NA,NA,NA,NA,NA,NA,"X8793_398.27_3.7_peak","Mature - Young",0.376552604905017,1.4241743437021
"2634","X880_432.28_1.3_peak",880,"Istamycin C1","CCNCC1CCC(C(O1)OC2C(CC(C(C2O)N(C)C(=O)CNC=O)OC)N)N","InChI=1S/C19H37N5O6/c1-4-22-8-11-5-6-12(20)19(29-11)30-18-13(21)7-14(28-3)16(17(18)27)24(2)15(26)9-23-10-25/h10-14,16-19,22,27H,4-9,20-21H2,1-3H3,(H,23,25)","Amino acids and Peptides","Small peptides",NA,"X880_432.28_1.3_peak","Mature - Young",0.0758259818434715,2.12018195745725
"2635","X8803_470.79_1.9_peak",8803,NA,NA,NA,NA,NA,NA,"X8803_470.79_1.9_peak","Mature - Young",0.150417175133107,1.82270257172531
"2636","X882_375.22_0.5_peak",882,"6-amino-2-[[2-[(2-amino-3-carboxypropanoyl)amino]-4-methylpentanoyl]amino]hexanoic acid","CC(C)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N","InChI=1S/C16H30N4O6/c1-9(2)7-12(20-14(23)10(18)8-13(21)22)15(24)19-11(16(25)26)5-3-4-6-17/h9-12H,3-8,17-18H2,1-2H3,(H,19,24)(H,20,23)(H,21,22)(H,25,26)","Amino acids and Peptides","Small peptides",NA,"X882_375.22_0.5_peak","Mature - Young",0.0701645628657981,2.15388217615566
"2637","X8844_299.71_1.6_peak",8844,NA,NA,NA,NA,NA,NA,"X8844_299.71_1.6_peak","Mature - Young",0.929109549926116,1.03193307597037
"2638","X885_1097.69_6.4_peak",885,"null","CCCCCC(C(CCCCCCCC(=O)CCCCCCCCCCCCCC(=O)NCCCCNCC)O)OC1C(C(C(C(O1)OC(=O)C)O)OC2C(C(C(C(O2)CO)O)O)O)OC3C(C(C(C(O3)CO)O)O)O","InChI=1S/C54H100N2O20/c1-4-6-19-29-38(37(61)28-22-17-14-16-21-27-36(60)26-20-15-12-10-8-7-9-11-13-18-23-30-41(62)56-32-25-24-31-55-5-2)71-54-50(75-52-47(68)45(66)43(64)40(34-58)73-52)49(48(69)53(76-54)70-35(3)59)74-51-46(67)44(65)42(63)39(33-57)72-51/h37-40,42-55,57-58,61,63-69H,4-34H2,1-3H3,(H,56,62)","Polyketides","Linear polyketides",NA,"X885_1097.69_6.4_peak","Mature - Young",0.0579980979939794,2.23658624857954
"2639","X888_473.35_5.3_peak",888,NA,NA,NA,NA,NA,NA,"X888_473.35_5.3_peak","Mature - Young",0.0966035496914781,2.01500691516734
"2640","X889_579.32_1.4_peak",889,NA,NA,NA,NA,NA,NA,"X889_579.32_1.4_peak","Mature - Young",0.572800235307478,1.24199681229113
"2641","X8890_536.37_5_peak",8890,"Lysophosphatidylethanolamine(22:1/0:0)","CCCCCCCCC=CCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","InChI=1S/C27H54NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h9-10,26,29H,2-8,11-25,28H2,1H3,(H,31,32)","Fatty acids","Glycerophospholipids",NA,"X8890_536.37_5_peak","Mature - Young",0.842792509654259,1.07427933285307
"2642","X89_260.2_0.4_peak",89,"Lysyl-Isoleucine","CCC(C)C(C(=O)O)NC(=O)C(CCCCN)N","InChI=1S/C12H25N3O3/c1-3-8(2)10(12(17)18)15-11(16)9(14)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)","Amino acids and Peptides","Small peptides",NA,"X89_260.2_0.4_peak","Mature - Young",0.0617307552742411,2.2094984094183
"2643","X891_390.36_4.6_peak",891,NA,NA,NA,NA,NA,NA,"X891_390.36_4.6_peak","Mature - Young",0.103575885623915,1.98474134458593
"2644","X892_675.54_8.4_peak",892,"C14 Sphingomyelin","CCCCCCCCCCCCCC=CC(C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC)O","InChI=1S/C37H75N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h28,30,35-36,40H,6-27,29,31-34H2,1-5H3,(H-,38,41,42,43)/p+1","Fatty acids","Sphingolipids",NA,"X892_675.54_8.4_peak","Mature - Young",0.324425830600377,1.48888457480426
"2645","X893_368.7_1_peak",893,NA,NA,NA,NA,NA,NA,"X893_368.7_1_peak","Mature - Young",0.621023245063815,1.20689214376221
"2646","X8937_712.02_1.7_peak",8937,NA,NA,NA,NA,NA,NA,"X8937_712.02_1.7_peak","Mature - Young",0.266170816186204,1.57483956367763
"2647","X8948_398.23_5.7_peak",8948,"Uvinul A Plus","CCCCCCOC(=O)C1=CC=CC=C1C(=O)C2=C(C=C(C=C2)N(CC)CC)O","InChI=1S/C24H31NO4/c1-4-7-8-11-16-29-24(28)20-13-10-9-12-19(20)23(27)21-15-14-18(17-22(21)26)25(5-2)6-3/h9-10,12-15,17,26H,4-8,11,16H2,1-3H3","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",NA,"X8948_398.23_5.7_peak","Mature - Young",0.920708393600927,1.03587789760234
"2648","X895_518.26_1_peak",895,NA,NA,NA,NA,NA,NA,"X895_518.26_1_peak","Mature - Young",0.272899861730631,1.56399668437275
"2649","X8959_874.79_8.4_peak",8959,"Tracylglycerol(16:1/18:1/18:1)","CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h21,24-28,52H,4-20,22-23,29-51H2,1-3H3","Fatty acids","Glycerolipids",NA,"X8959_874.79_8.4_peak","Mature - Young",0.183191420542162,1.73709486963349
"2650","X896_309.81_2.1_peak",896,NA,NA,NA,NA,NA,NA,"X896_309.81_2.1_peak","Mature - Young",0.838156663319374,1.07667479800923
"2651","X8960_480.31_8.4_peak",8960,"1-18:1-lysoPE","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)","Fatty acids","Glycerophospholipids",NA,"X8960_480.31_8.4_peak","Mature - Young",0.219401987373811,1.65875944284348
"2652","X8966_788.61_8.4_peak",8966,NA,NA,NA,"Fatty acids","Sphingolipids",NA,"X8966_788.61_8.4_peak","Mature - Young",0.148014759316734,1.82969497669814
"2653","X8967_366.7_0.5_peak",8967,NA,NA,NA,NA,NA,NA,"X8967_366.7_0.5_peak","Mature - Young",0.0773021980947902,2.11180815670437
"2654","X897_394.21_0.8_peak",897,"N~1~-(3-Aminobenzyl)-N~2~-[(2r)-2-(Hydroxycarbamoyl)-4-Methylpentanoyl]-L-Aspartamide","CC(C)CC(C(=O)NC(CC(=O)N)C(=O)NCC1=CC(=CC=C1)N)C(=O)NO","InChI=1S/C18H27N5O5/c1-10(2)6-13(17(26)23-28)16(25)22-14(8-15(20)24)18(27)21-9-11-4-3-5-12(19)7-11/h3-5,7,10,13-14,28H,6,8-9,19H2,1-2H3,(H2,20,24)(H,21,27)(H,22,25)(H,23,26)","Amino acids and Peptides","Small peptides",NA,"X897_394.21_0.8_peak","Mature - Young",0.0659875981788944,2.18053767883042
"2655","X8972_342.52_0.7_peak",8972,NA,NA,NA,NA,NA,NA,"X8972_342.52_0.7_peak","Mature - Young",0.677769844434442,1.16891775784603
"2656","X8973_366.2_0.9_peak",8973,NA,NA,NA,NA,NA,NA,"X8973_366.2_0.9_peak","Mature - Young",0.408438896289356,1.38887290605755
"2657","X8978_402.21_1.1_peak",8978,"N-(Carboxymethyl)-N-(3-Phenylpropyl)glycyl-N-Methyl-L-Histidinamide","CNC(=O)C(CC1=CN=CN1)NC(=O)CN(CCCC2=CC=CC=C2)CC(=O)O","InChI=1S/C20H27N5O4/c1-21-20(29)17(10-16-11-22-14-23-16)24-18(26)12-25(13-19(27)28)9-5-8-15-6-3-2-4-7-15/h2-4,6-7,11,14,17H,5,8-10,12-13H2,1H3,(H,21,29)(H,22,23)(H,24,26)(H,27,28)","Amino acids and Peptides","Small peptides",NA,"X8978_402.21_1.1_peak","Mature - Young",0.99209730850849,1.00344572857599
"2658","X898_383.86_0.5_peak",898,NA,NA,NA,NA,NA,NA,"X898_383.86_0.5_peak","Mature - Young",0.59565130556973,1.22500790197729
"2659","X8982_340.2_0.6_peak",8982,"2-[[2-(2-aminopropanoylamino)-3-methylpentanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid","CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(C)N","InChI=1S/C15H25N5O4/c1-4-8(2)12(20-13(21)9(3)16)14(22)19-11(15(23)24)5-10-6-17-7-18-10/h6-9,11-12H,4-5,16H2,1-3H3,(H,17,18)(H,19,22)(H,20,21)(H,23,24)","Amino acids and Peptides","Small peptides",NA,"X8982_340.2_0.6_peak","Mature - Young",0.147487974309395,1.83124338920437
"2660","X8983_430.91_6.6_peak",8983,NA,NA,NA,NA,NA,NA,"X8983_430.91_6.6_peak","Mature - Young",0.85964274677216,1.06568199682684
"2661","X899_218.64_6_peak",899,NA,NA,NA,NA,NA,NA,"X899_218.64_6_peak","Mature - Young",0.105173188674925,1.9780949588
"2662","X9_480.31_4.9_peak",9,"1-18:1-lysoPE","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)","Fatty acids","Glycerophospholipids",NA,"X9_480.31_4.9_peak","Mature - Young",0.272023128117665,1.5653941695435
"2663","X90_247.17_8.4_peak",90,"bis(1,3,5-trimethylpyrazol-4-yl)diazene","CC1=C(C(=NN1C)C)N=NC2=C(N(N=C2C)C)C","InChI=1S/C12H18N6/c1-7-11(9(3)17(5)15-7)13-14-12-8(2)16-18(6)10(12)4/h1-6H3","Alkaloids","Peptide alkaloids",0.008,"X90_247.17_8.4_peak","Mature - Young",0.000889205868395327,4.0509976797975
"2664","X900_360.21_0.7_peak",900,"L-leucyl-L-leucyl-L-aspartic acid","CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)O)N","InChI=1S/C16H29N3O6/c1-8(2)5-10(17)14(22)18-11(6-9(3)4)15(23)19-12(16(24)25)7-13(20)21/h8-12H,5-7,17H2,1-4H3,(H,18,22)(H,19,23)(H,20,21)(H,24,25)","Amino acids and Peptides","Small peptides",0.0315,"X900_360.21_0.7_peak","Mature - Young",0.00783614479610763,3.10589754771947
"2665","X901_507.37_5.2_peak",901,NA,NA,NA,NA,NA,0.006,"X901_507.37_5.2_peak","Mature - Young",0.048048187544678,2.31832298997652
"2666","X9018_715.58_6.4_peak",9018,"N-(15Z-tetracosenoyl)-tetradecasphing-4-enine-1-phosphoethanolamine","CCCCCCCCCC=CC(C(COP(=O)(O)OCCN)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O","InChI=1S/C40H79N2O6P/c1-3-5-7-9-11-13-14-15-16-17-18-19-20-21-22-23-24-26-28-30-32-34-40(44)42-38(37-48-49(45,46)47-36-35-41)39(43)33-31-29-27-25-12-10-8-6-4-2/h15-16,31,33,38-39,43H,3-14,17-30,32,34-37,41H2,1-2H3,(H,42,44)(H,45,46)","Fatty acids","Sphingolipids",NA,"X9018_715.58_6.4_peak","Mature - Young",0.940788929991669,1.02650780146332
"2667","X902_474.77_2.3_peak",902,NA,NA,NA,NA,NA,0.021,"X902_474.77_2.3_peak","Mature - Young",0.0404204765976445,2.39339857002638
"2668","X9022_557.44_7.2_peak",9022,NA,NA,NA,NA,NA,NA,"X9022_557.44_7.2_peak","Mature - Young",0.421922005140982,1.37476782360583
"2669","X9029_513.41_7.2_peak",9029,NA,NA,NA,NA,NA,NA,"X9029_513.41_7.2_peak","Mature - Young",0.420375976108601,1.37636211124891
"2670","X903_638.83_1.2_peak",903,NA,NA,NA,NA,NA,0.011,"X903_638.83_1.2_peak","Mature - Young",0.0356780355159882,2.44759906651716
"2671","X904_572.82_1.6_peak",904,NA,NA,NA,NA,NA,NA,"X904_572.82_1.6_peak","Mature - Young",0.940635022693949,1.02657885518854
"2672","X9041_379.23_1.2_peak",9041,NA,NA,NA,NA,NA,NA,"X9041_379.23_1.2_peak","Mature - Young",0.355917683749582,1.44865043356381
"2673","X905_455.35_5.8_peak",905,"3beta-hydroxyrus-12,19(29)-dien-28-oic acid","CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1=C)C)C(=O)O","InChI=1S/C30H46O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18,21-24,31H,2,9-17H2,1,3-7H3,(H,32,33)","Terpenoids","Triterpenoids",NA,"X905_455.35_5.8_peak","Mature - Young",0.963066928084603,1.01634353064512
"2674","X9059_731.61_6.4_peak",9059,"Brain SM","CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O","InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/p+1","Fatty acids","Sphingolipids",NA,"X9059_731.61_6.4_peak","Mature - Young",0.591730335895607,1.22787616542917
"2675","X9065_343.28_6.4_peak",9065,"Butyl decyl adipate","CCCCCCCCCCOC(=O)CCCCC(=O)OCCCC","InChI=1S/C20H38O4/c1-3-5-7-8-9-10-11-14-18-24-20(22)16-13-12-15-19(21)23-17-6-4-2/h3-18H2,1-2H3","Fatty acids","Fatty esters",NA,"X9065_343.28_6.4_peak","Mature - Young",0.784413261867331,1.10545507244037
"2676","X907_398.79_1.3_peak",907,NA,NA,NA,NA,NA,NA,"X907_398.79_1.3_peak","Mature - Young",0.540249988402892,1.26740523376737
"2677","X908_459.28_1.6_peak",908,"null","CC1(CC(C2(C1CC(CC2)(C)O)CCC(=O)NCCOC)NCC3=CC=C(O3)CO)C","InChI=1S/C24H40N2O5/c1-22(2)14-20(26-15-17-5-6-18(16-27)31-17)24(8-7-21(28)25-11-12-30-4)10-9-23(3,29)13-19(22)24/h5-6,19-20,26-27,29H,7-16H2,1-4H3,(H,25,28)","Amino acids and Peptides","Small peptides",NA,"X908_459.28_1.6_peak","Mature - Young",0.46270275742217,1.33469791236597
"2678","X9080_408.24_1.2_peak",9080,NA,NA,NA,NA,NA,NA,"X9080_408.24_1.2_peak","Mature - Young",0.250599417677413,1.60101994251896
"2679","X909_394.24_1.4_peak",909,"2-[[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoyl]amino]propanoic acid","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC(C)C(=O)O)C)C","InChI=1S/C23H33NO3/c1-16(12-13-20-18(3)11-8-14-23(20,5)6)9-7-10-17(2)15-21(25)24-19(4)22(26)27/h7,9-10,12-13,15,19H,8,11,14H2,1-6H3,(H,24,25)(H,26,27)","Amino acids and Peptides","Linear polyketides",NA,"X909_394.24_1.4_peak","Mature - Young",0.554685687342114,1.25595304015783
"2680","X91_344.25_1.5_peak",91,"[1-(1-Carbamoyl-3-methyl-butylcarbamoyl)-2-methyl-butyl]-carbamic acid tert-butyl ester","CCC(C)C(C(=O)NC(CC(C)C)C(=O)N)NC(=O)OC(C)(C)C","InChI=1S/C17H33N3O4/c1-8-11(4)13(20-16(23)24-17(5,6)7)15(22)19-12(14(18)21)9-10(2)3/h10-13H,8-9H2,1-7H3,(H2,18,21)(H,19,22)(H,20,23)","Amino acids and Peptides","Small peptides",NA,"X91_344.25_1.5_peak","Mature - Young",0.195046636111652,1.70986153538421
