"smiles_sirius","InChIkey2D_sirius","rank_sirius","formulaRank_sirius","#adducts_sirius","#predictedFPs_sirius","ConfidenceScore_sirius","CSI:FingerIDScore_sirius","ZodiacScore_sirius","SiriusScore_sirius","molecularFormula_sirius","adduct_sirius","InChI_sirius","name_sirius","xlogp_sirius","pubchemids_sirius","links_sirius","dbflags_sirius","ionMass_sirius","retentionTimeInSeconds_sirius","id_sirius","feature_id","chebiid.x","chebiasciiname.x","searchscore.x","entitystar.x","chebiid.y","chebiasciiname.y","searchscore.y","entitystar.y"
"CN(C)C(=NCCCC(C(=O)O)N)N","YDGMGEXADBMOMJ",373,1,1,1,"0.453410388456225",-19.1465112590377,1,31.8495384402568,"C8H18N4O2","[M + H]+","InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)","Lopac-D-4268",-3.5999999,"501;123831;17753937;20849131;49849796;57932287;101417666;101478613;121487907","HMDB:(1539);ZINC bio:(ZINC01529718 ZINC03869714 ZINC13109233);additional;MeSH:(501 123831);Plantcyc:(CPD-596);PubMed;COCONUT:(CNP0258830);Natural Products:(UNPD136094);PubChem:(501 123831 17753937 20849131 49849796 57932287 101417666 101478613 121487907);CHEBI:(17929);PubChem class - bio and metabolites;KEGG:(C03626);YMDB:(1554);Training Set;PubChem class - drug;Biocyc:(CPD-596 CPD1UA-5669)",53209454,203.150451660156,441.460254,"328_mapp_batch_00026_sirius_473",473,"CHEBI:17929","N(omega),N(omega)-dimethyl-L-arginine","0.06","3","CHEBI:181449","n-Dimethylarginine","2.41","2"
"CN(C)C(=NCCCC(C(=O)O)N)N","YDGMGEXADBMOMJ",299,1,1,1,"0.5252643862325248",-16.8586984969523,1,62.9081950976199,"C8H18N4O2","[M + H]+","InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)","Lopac-D-4268",-3.5999999,"501;123831;17753937;20849131;49849796;57932287;101417666;101478613;121487907","HMDB:(1539);ZINC bio:(ZINC01529718 ZINC03869714 ZINC13109233);additional;MeSH:(501 123831);Plantcyc:(CPD-596);PubMed;COCONUT:(CNP0258830);Natural Products:(UNPD136094);PubChem:(501 123831 17753937 20849131 49849796 57932287 101417666 101478613 121487907);CHEBI:(17929);PubChem class - bio and metabolites;KEGG:(C03626);YMDB:(1554);Training Set;PubChem class - drug;Biocyc:(CPD-596 CPD1UA-5669)",53209454,203.150428771973,449.821278,"1180_mapp_batch_00026_sirius_1699",1699,"CHEBI:17929","N(omega),N(omega)-dimethyl-L-arginine","0.06","3","CHEBI:181449","n-Dimethylarginine","2.41","2"
"CN(C)C(=NCCCC(C(=O)O)N)N","YDGMGEXADBMOMJ",382,1,1,1,"0.44968764018241003",-19.2819338634896,1,30.2604249852152,"C8H18N4O2","[M + H]+","InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)","Lopac-D-4268",-3.5999999,"501;123831;17753937;20849131;49849796;57932287;101417666;101478613;121487907","HMDB:(1539);ZINC bio:(ZINC01529718 ZINC03869714 ZINC13109233);additional;MeSH:(501 123831);Plantcyc:(CPD-596);PubMed;COCONUT:(CNP0258830);Natural Products:(UNPD136094);PubChem:(501 123831 17753937 20849131 49849796 57932287 101417666 101478613 121487907);CHEBI:(17929);PubChem class - bio and metabolites;KEGG:(C03626);YMDB:(1554);Training Set;PubChem class - drug;Biocyc:(CPD-596 CPD1UA-5669)",53209454,203.150451660156,441.460254,"770_mapp_batch_00026_sirius_443",443,"CHEBI:17929","N(omega),N(omega)-dimethyl-L-arginine","0.06","3","CHEBI:181449","n-Dimethylarginine","2.41","2"
"CN(C)C(=NCCCC(C(=O)O)N)N","YDGMGEXADBMOMJ",493,1,1,1,"0.36133141165273314",-21.1685551851211,1,34.2043770723454,"C8H18N4O2","[M + H]+","InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)","Lopac-D-4268",-3.5999999,"501;123831;17753937;20849131;49849796;57932287;101417666;101478613;121487907","HMDB:(1539);ZINC bio:(ZINC01529718 ZINC03869714 ZINC13109233);additional;MeSH:(501 123831);Plantcyc:(CPD-596);PubMed;COCONUT:(CNP0258830);Natural Products:(UNPD136094);PubChem:(501 123831 17753937 20849131 49849796 57932287 101417666 101478613 121487907);CHEBI:(17929);PubChem class - bio and metabolites;KEGG:(C03626);YMDB:(1554);Training Set;PubChem class - drug;Biocyc:(CPD-596 CPD1UA-5669)",53209454,203.150451660156,440.138772,"956_mapp_batch_00026_sirius_3827",3827,"CHEBI:17929","N(omega),N(omega)-dimethyl-L-arginine","0.06","3","CHEBI:181449","n-Dimethylarginine","2.41","2"
"CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(C)O)OC)O","XWJNJOKCOYEQEH",511,3,1,4,"0.3513404112086451",-134.435453029729,0.078391959798995,8.83346636713531,"C14H22N5O6P","[M + Na]+","InChI=1S/C14H22N5O6P/c1-18(2)12-9-13(16-6-15-12)19(7-17-9)14-10(20)11(23-3)8(25-14)5-24-26(4,21)22/h6-8,10-11,14,20H,5H2,1-4H3,(H,21,22)","null",-1.17881978,NA,"CHEBI:(74744)",32,410.120452880859,195.675156,"975_mapp_batch_00026_sirius_3627",3627,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)CC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C=C1)O","BRQYIHCOFGHHNC",937,2,1,3,"0.167773680311396",-414.900971778277,0.267839195979899,18.5859109064179,"C25H30N4O8","[M + Na]+","InChI=1S/C25H30N4O8/c1-28(2)9-14(30)27-13-6-5-10-7-11-8-12-18(29(3)4)21(33)17(24(26)36)23(35)25(12,37)22(34)16(11)20(32)15(10)19(13)31/h5-6,11-12,18,31-32,35,37H,7-9H2,1-4H3,(H2,26,36)(H,27,30)","Dmg-dmdot",0.400000006,"54679865;54682182;54692950;54721388;54735396;60080010;68897022;67736715;137476323","MeSH:(54692950);PubChem:(54679865 54682182 54692950 54721388 54735396 60080010 68897022 67736715 137476323);PubMed;PubChem class - bio and metabolites",16777286,537.194946289062,407.599728,"863_mapp_batch_00026_sirius_2890",2890,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)CC1=CN(N=N1)CCC2CCC(C(O2)CO)N","RSSFQYFOHBQLRO",1273,1,1,1,"0.03291569933444885",-427.981386978757,1,2.64527964782981,"C13H25N5O2","[M + H]+","InChI=1S/C13H25N5O2/c1-17(2)7-10-8-18(16-15-10)6-5-11-3-4-12(14)13(9-19)20-11/h8,11-13,19H,3-7,9,14H2,1-2H3","null",-0.699999988,"54639427;54639428;54639429;54639430;54639431","PubChem:(54639427 54639428 54639429 54639430 54639431);CHEBI:(118120 118037 117917 118150 118131)",34,284.206756591797,178.57527,"632_mapp_batch_00026_sirius_2388",2388,"CHEBI:117917","[(2R,3R,6R)-3-amino-6-[2-[4-[(dimethylamino)methyl]-1-triazolyl]ethyl]-2-oxanyl]methanol","0.04","2",NA,NA,NA,NA
"CN(C)CCCCC(C(=O)O)N","XXEWFEBMSGLYBY",200,1,1,1,"0.6765249111554227",-11.3857629776667,1,44.2044349850832,"C8H18N2O2","[M + H]+","InChI=1S/C8H18N2O2/c1-10(2)6-4-3-5-7(9)8(11)12/h7H,3-6,9H2,1-2H3,(H,11,12)","N-Dimethyl-Lysine",-0.102706015,"193344;4478779;7022316;46936653;78225083;102255102;132496269","HMDB:(13287);SuperNatural:(SN00321345);ZINC bio:(ZINC02579066 ZINC06451586);MeSH:(193344);PubMed;COCONUT:(CNP0190712);Natural Products:(UNPD122598);PubChem:(193344 4478779 7022316 46936653 78225083 102255102 132496269);CHEBI:(43997);PubChem class - bio and metabolites;Training Set;KEGG Mine",8609914990,175.14421081543,484.23072,"985_mapp_batch_00026_sirius_3881",3881,"CHEBI:43997","N(6),N(6)-dimethyl-L-lysine","0.06","3","CHEBI:172425","Ne,Ne dimethyllysine","2.88","2"
"CN(C)CCCCC(C(=O)O)N","XXEWFEBMSGLYBY",220,1,1,1,"0.6411780849217099",-11.6813945395892,1,38.1750202876743,"C8H18N2O2","[M + H]+","InChI=1S/C8H18N2O2/c1-10(2)6-4-3-5-7(9)8(11)12/h7H,3-6,9H2,1-2H3,(H,11,12)","N-Dimethyl-Lysine",-0.102706015,"193344;4478779;7022316;46936653;78225083;102255102;132496269","HMDB:(13287);SuperNatural:(SN00321345);ZINC bio:(ZINC02579066 ZINC06451586);MeSH:(193344);PubMed;COCONUT:(CNP0190712);Natural Products:(UNPD122598);PubChem:(193344 4478779 7022316 46936653 78225083 102255102 132496269);CHEBI:(43997);PubChem class - bio and metabolites;Training Set;KEGG Mine",8609914990,175.144233703613,482.634294,"1022_mapp_batch_00026_sirius_3882",3882,"CHEBI:43997","N(6),N(6)-dimethyl-L-lysine","0.06","3","CHEBI:172425","Ne,Ne dimethyllysine","2.88","2"
"CN(C)CCCCC(C(=O)O)N","XXEWFEBMSGLYBY",206,1,1,1,"0.6661635181523665",-12.1854134462117,1,41.1287317003845,"C8H18N2O2","[M + H]+","InChI=1S/C8H18N2O2/c1-10(2)6-4-3-5-7(9)8(11)12/h7H,3-6,9H2,1-2H3,(H,11,12)","N-Dimethyl-Lysine",-0.102706015,"193344;4478779;7022316;46936653;78225083;102255102;132496269","HMDB:(13287);SuperNatural:(SN00321345);ZINC bio:(ZINC02579066 ZINC06451586);MeSH:(193344);PubMed;COCONUT:(CNP0190712);Natural Products:(UNPD122598);PubChem:(193344 4478779 7022316 46936653 78225083 102255102 132496269);CHEBI:(43997);PubChem class - bio and metabolites;Training Set;KEGG Mine",8609914990,175.144233703613,482.634294,"1170_mapp_batch_00026_sirius_714",714,"CHEBI:43997","N(6),N(6)-dimethyl-L-lysine","0.06","3","CHEBI:172425","Ne,Ne dimethyllysine","2.88","2"
"CN(C)CCNC(=O)CC1C(C(C(O1)CN)O)O","JHMDUDBKPFXLKC",1176,1,1,1,"0.07092046561024339",-286.109291608186,1,60.7044781305794,"C11H23N3O4","[M + H]+","InChI=1S/C11H23N3O4/c1-14(2)4-3-13-9(15)5-7-10(16)11(17)8(6-12)18-7/h7-8,10-11,16-17H,3-6,12H2,1-2H3,(H,13,15)","null",-2.4000001,"26744648","COCONUT:(CNP0285232);PubChem:(26744648);SuperNatural:(SN00022784);ZINC bio:(ZINC15675196)",3153922,262.176300048828,355.299456,"1806_mapp_batch_00026_sirius_2232",2232,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)CCO","UEEJHVSXFDXPFK",294,1,1,1,"0.5316046945155689",-42.744525316214,1,21.4643676304197,"C4H11NO","[M + H]+","InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3","Kalpur P",-0.400000006,"7902;3495049;5249138;10654172;12234286;11521067;44179529;60128857;56947341;58612468;59502007;59502008;124202635","HMDB:(32231);PubChem class - food;SuperNatural:(SN00344369);ZINC bio:(ZINC01641058);HSDB:(108-01-0);Plantcyc:(CPD-5602);PubMed;NORMAN:(NS00001173 NS00054183);COCONUT:(CNP0230038);Natural Products:(UNPD128140);PubChem:(7902 3495049 5249138 10654172 12234286 11521067 44179529 60128857 56947341 58612468 59502007 59502008 124202635);YMDB Mine;CHEBI:(271436);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-5602);KEGG Mine",43204913770,90.0919494628906,196.99824,"909_mapp_batch_00026_sirius_219",219,"CHEBI:271436","N,N-dimethylethanolamine","0.08","3","CHEBI:271436","N,N-dimethylethanolamine","3.94","3"
"CN(C)CCOC1=NC(=NC(=C1)NCCOC)OCCN","MEZMRDXFRRZJLG",1217,1,1,1,"0.05758758798033041",-259.699687398431,1,21.0351907025563,"C13H25N5O3","[M + H]+","InChI=1S/C13H25N5O3/c1-18(2)6-9-20-12-10-11(15-5-8-19-3)16-13(17-12)21-7-4-14/h10H,4-9,14H2,1-3H3,(H,15,16,17)","null",0.100000001,"44577491","NORMAN:(NS00010337);PubChem:(44577491);PubMed",262210,300.201690673828,54.7657008,"519_mapp_batch_00026_sirius_1283",1283,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)CCOC1=NC(=NC(=C1)NCCOC)OCCN","MEZMRDXFRRZJLG",1169,1,1,1,"0.07293167434229748",-242.42982335317,1,25.9162226055265,"C13H25N5O3","[M + H]+","InChI=1S/C13H25N5O3/c1-18(2)6-9-20-12-10-11(15-5-8-19-3)16-13(17-12)21-7-4-14/h10H,4-9,14H2,1-3H3,(H,15,16,17)","null",0.100000001,"44577491","NORMAN:(NS00010337);PubChem:(44577491);PubMed",262210,300.201721191406,42.3625956,"1537_mapp_batch_00026_sirius_26",26,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)CCOC1=NC(=NC(=C1)NCCOC)OCCN","MEZMRDXFRRZJLG",1192,1,1,1,"0.06471387144021612",-264.876637899574,1,17.4212362070545,"C13H25N5O3","[M + H]+","InChI=1S/C13H25N5O3/c1-18(2)6-9-20-12-10-11(15-5-8-19-3)16-13(17-12)21-7-4-14/h10H,4-9,14H2,1-3H3,(H,15,16,17)","null",0.100000001,"44577491","NORMAN:(NS00010337);PubChem:(44577491);PubMed",262210,300.201721191406,63.52164,"225_mapp_batch_00026_sirius_2989",2989,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C)S(=O)(=O)F","NNOYMOQFZUUTHQ",648,1,1,1,"0.2862584547160875",-176.239104578678,1,10.8724526199475,"C2H6FNO2S","[M + H]+","InChI=1S/C2H6FNO2S/c1-4(2)7(3,5)6/h1-2H3","dimethylsulfamyl fluoride",0.100000001,"120216","PubChem:(120216);PubChem class - safety and toxic",67108866,128.017944335938,376.446696,"224_mapp_batch_00026_sirius_515",515,NA,NA,NA,NA,NA,NA,NA,NA
"CN(C1=NN=C(C=C1)Cl)N","RPBZJGTXXMJLGI",1259,3,1,1,"0.04414349812608207",-198.944952274349,0.109547738693467,10.009805048964,"C5H7ClN4","[M + Na]+","InChI=1S/C5H7ClN4/c1-10(7)5-3-2-4(6)8-9-5/h2-3H,7H2,1H3","amino(6-chloropyridazin-3-yl)methylamine",0.705606878,"2735815","PubChem:(2735815);PubChem class - safety and toxic",67108866,181.025810241699,291.516852,"1270_mapp_batch_00026_sirius_3918",3918,NA,NA,NA,NA,NA,NA,NA,NA
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",130,1,1,1,"0.8044272204018499",-11.9154564370792,1,23.1216499984053,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.076904296875,366.75444,"1595_mapp_batch_00026_sirius_2",2,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",158,1,1,1,"0.7571762845712058",-11.589266976651,1,25.1748748866334,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.076919555664,376.12218,"311_mapp_batch_00026_sirius_176",176,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",230,1,1,1,"0.626918714629296",-27.8247631015515,1,17.1981562011784,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.077011108398,538.581168,"983_mapp_batch_00026_sirius_1692",1692,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",150,1,1,1,"0.7682452548805339",-17.8893145423749,1,20.3133126292243,"C4H9N3O2","[M + Na]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,154.058792114258,374.139804,"1168_mapp_batch_00026_sirius_579",579,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",254,1,1,1,"0.592146257235073",-28.5347989935085,1,26.9963765867078,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.076965332031,388.147716,"780_mapp_batch_00026_sirius_1290",1290,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",237,1,1,1,"0.6178470688891395",-19.5176975067273,1,20.784325203012,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.077011108398,463.749234,"1299_mapp_batch_00026_sirius_2189",2189,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",140,1,1,1,"0.7927632603668534",-13.2493616223468,1,17.4471803283684,"C4H9N3O2","[M + Na]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,154.058715820312,366.75444,"1506_mapp_batch_00026_sirius_44",44,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",172,1,1,1,"0.7272869736328315",-14.9101001974925,1,14.1948328814191,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.076995849609,521.420742,"1522_mapp_batch_00026_sirius_2242",2242,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",243,1,1,1,"0.6086885784646193",-21.5174143163081,1,21.8801705857802,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.077087402344,428.641098,"872_mapp_batch_00026_sirius_4129",4129,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",228,1,1,1,"0.6277131179912862",-20.2866808242425,1,21.184030767203,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.077056884766,468.414582,"1438_mapp_batch_00026_sirius_2282",2282,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",183,1,1,1,"0.7049412211821061",-17.8671466543409,1,11.259221749394,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.07698059082,521.420742,"1033_mapp_batch_00026_sirius_736",736,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
"CN(CC(=O)O)C(=N)N","CVSVTCORWBXHQV",246,1,1,1,"0.605961840432657",-21.397893348282,1,21.7180721977795,"C4H9N3O2","[M + H]+","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","creatine",-1.20000005,"586;12205340;20606309;16217247;16217529;59855491;91971585;129692229;131708646;131953197","HMDB:(64);SuperNatural:(SN00005702);ZINC bio:(ZINC03861770);additional;HSDB:(57-00-1);MeSH:(586);Plantcyc:(CREATINE TRIS-HYDROCHLORIDE);PubMed;NORMAN:(NS00009931);COCONUT:(CNP0156562);Natural Products:(UNPD175563);PubChem:(586 12205340 20606309 16217247 16217529 59855491 91971585 129692229 131708646 131953197);CHEBI:(66924 16919);PubChem class - bio and metabolites;KEGG:(C00300);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CREATINE)",121564014,132.07698059082,413.687562,"1573_mapp_batch_00026_sirius_2286",2286,"CHEBI:16919","creatine","0.06","3","CHEBI:16919","creatine","2.93","3"
