	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
189	3536	126	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids	0.3333333333333333	1.0	0.5569634	ISDB	HWMGTNOVUDIKRE-UWVGGRQHSA-N	InChI=1S/C13H16N2O5/c14-9(6-8-4-2-1-3-5-8)12(18)15-10(13(19)20)7-11(16)17/h1-5,9-10H,6-7,14H2,(H,15,18)(H,16,17)(H,19,20)/t9-,10-/m0/s1	N[C@@H](Cc1ccccc1)C(O)=N[C@@H](CC(=O)O)C(=O)O	C13H16N2O5		280.105921612	HWMGTNOVUDIKRE	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	2	3.5569633841514587	1
190	3522	-1							31.0	0.44564867	ISDB	SJFIYVCSGNWVPJ-GKKOWQTJSA-N	InChI=1S/C17H26O5/c1-10-6-13(22-11(2)20)14-15(3,4)8-16(5,9-19)17(14,21)12(10)7-18/h7,9-10,12-14,21H,6,8H2,1-5H3/t10-,12+,13+,14+,16-,17-/m1/s1	CC(=O)O[C@H]1C[C@@H](C)[C@H](C=O)[C@@]2(O)[C@@H]1C(C)(C)C[C@]2(C)C=O	C17H26O5		310.178023932	SJFIYVCSGNWVPJ	Terpenoids	Sesquiterpenoids	Botryane sesquiterpenoids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.445648670196533	1
191	3521	176	Fatty acids	0.5	Fatty Acids and Conjugates	0.5	Branched fatty acids|Unsaturated fatty acids	0.5	1.0	0.0	MS1_match	POULHZVOKOAJMA-UHFFFAOYSA-N	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	CCCCCCCCCCCC(=O)O	C12H24O2	pos_2MHNH3	200.177630008	POULHZVOKOAJMA	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids|Unsaturated fatty acids	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
192	3511	221	Shikimates and Phenylpropanoids	0.5	Tyrosine alkaloids	0.5	Aporphine alkaloids|Isoquinoline alkaloids	0.5	10.0	0.0	MS1_match	WLJVXDMOQOGPHL-UHFFFAOYSA-N	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	O=C(O)Cc1ccccc1	C8H8O2	pos_2MHCH3CN	136.052429496	WLJVXDMOQOGPHL	Shikimates and Phenylpropanoids			Pogonomyrmex rugosus	1042743.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Pogonomyrmecini']	['Pogonomyrmex']	['Pogonomyrmex rugosus']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	1	7.0	1
193	3509	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.43740198	ISDB	SWEGNKPVDQBJAT-UHFFFAOYSA-N	InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-10-13-18(21)14-11-9-12-15-23-17-19(22)16-20/h11,14,19-20,22H,2-10,12-13,15-17H2,1H3	CCCCCCCCCCC(=O)C=CCCCOCC(O)CO	C19H36O4		328.261359632	SWEGNKPVDQBJAT	Fatty acids	Glycerolipids	Monoacylglycerols	Haliclona nigra	2834855.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Haplosclerida']	['Chalinidae']	['Unknown']	['Haliclona']	['Haliclona nigra']		['Eukaryota']	['Metazoa']								2	1	3.437401980161667	1
195	3441	79	Fatty acids	0.3333333333333333	Fatty esters	0.3333333333333333	Wax monoesters	0.3333333333333333	1.0	0.0	MS1_match	NCDCLPBOMHPFCV-UHFFFAOYSA-N	InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3	CCCCCCOC(=O)CCCCC	C12H24O2	pos_2MHCH3CN	200.177630008	NCDCLPBOMHPFCV	Fatty acids	Fatty esters	Wax monoesters	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
196	3433	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	2.0	0.39894402	ISDB	IZFGRAGOVZCUFB-HJWRWDBZSA-N	InChI=1S/C17H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h8-9H,3-7,10-16H2,1-2H3/b9-8-	CCCCCC/C=C\CCCCCCCC(=O)OC	C17H32O2		268.240230264	IZFGRAGOVZCUFB	Fatty acids	Fatty esters	Wax monoesters	Ostrinia nubilalis	1058331.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Crambidae']	['Unknown']	['Ostrinia']	['Ostrinia nubilalis']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	1	5.398944020271301	1
198	3389	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	15.0	0.0	MS1_match	SECPZKHBENQXJG-UHFFFAOYSA-N	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)	CCCCCCC=CCCCCCCCC(=O)O	C16H30O2	pos_1_1proton	254.2245802	SECPZKHBENQXJG	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
199	3369	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	19.0	0.43151048	ISDB	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(=O)O	C18H34O2		282.255880328	ZQPPMHVWECSIRJ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.431510478258133	1
200	3358	-1							2.0	0.5844521	ISDB	SQTPXUBCYVVRHH-FHYDJSHKSA-N	InChI=1S/C14H25NO/c1-4-5-6-7-8-12(2)11-13(3)9-10-14(15)16/h9-12H,4-8H2,1-3H3,(H2,15,16)/b10-9+,13-11+/t12-/m1/s1	CCCCCC[C@@H](C)/C=C(C)/C=C/C(=N)O	C14H25NO		223.19361442	SQTPXUBCYVVRHH	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	Halichondria japonica	119451.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Suberitida']	['Halichondriidae']	['Unknown']	['Halichondria']	['Halichondria japonica']		['Eukaryota']	['Metazoa']								2	0	2.5844520926475525	1
201	3322	29	Fatty acids	0.5151515151515151	Fatty acyls	0.36363636363636365	Piperidine alkaloids	0.24242424242424243	2.0	0.9341318	ISDB	AYJGABFBAYKWDX-IAGOWNOFSA-N	InChI=1S/C17H35N/c1-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16(2)18-17/h16-18H,3-15H2,1-2H3/t16-,17-/m1/s1	CCCCCCCCCCC[C@@H]1CCC[C@@H](C)N1	C17H35N		253.27695012	AYJGABFBAYKWDX	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Formicidae	7376225.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Unknown']	['Unknown']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.934131801128387	1
202	3288	13	Alkaloids	0.09375	Small peptides	0.09375	Aminoacids	0.0625	1.0	0.40312263	ISDB							MWMVJPKASGSONH						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.4031226336956024	1
203	3278	-1							1.0	0.6195563	ISDB							NGCIMCKRDVIWAA						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.6195563077926636	1
204	3275	86	Alkaloids|Amino acids and Peptides	0.16666666666666666	Fatty Acids and Conjugates	0.16666666666666666	Aminoacids	0.16666666666666666	1.0	0.0	MS1_match	WWAYKGYKYHEINT-UHFFFAOYSA-N	InChI=1S/C11H18N2/c1-8(2)5-6-11-10(4)12-7-9(3)13-11/h7-8H,5-6H2,1-4H3	Cc1cnc(C)c(CCC(C)C)n1	C11H18N2	pos_2MHCH3CN	178.146998576	WWAYKGYKYHEINT	Alkaloids|Amino acids and Peptides	Tetramate alkaloids|Peptide alkaloids	Pyrazine and Piperazine alkaloids	Anochetus kempfi	3254041.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Ponerini']	['Anochetus']	['Anochetus kempfi']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	1	7.0	1
206	3258	-1							1.0	0.4850316	ISDB	KWKXNDCHNDYVRT-UHFFFAOYSA-N	InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3	CCCCCCCCCCCCc1ccccc1	C18H30		246.23475096	KWKXNDCHNDYVRT	Polyketides	Aromatic polyketides	Catechols with side chains	Aloe vera	62303.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Asphodelaceae']	['Unknown']	['Aloe']	['Aloe vera']		['Eukaryota']									1	0	1.4850316047668457	1
207	3247	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	2.0	0.6324784	ISDB	APZYKUZPJCQGPP-UHFFFAOYSA-N	InChI=1S/C17H23NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h8-9,12H,1-7,10-11,13H2	O=C(CCCCc1ccc2c(c1)OCO2)N1CCCCC1	C17H23NO3		289.167793596	APZYKUZPJCQGPP	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Piper swartzianum	366805.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper swartzianum']		['Eukaryota']									1	0	1.632478415966034	1
210	3229	-1							2.0	0.63583094	ISDB	JANONUPBHGWOBP-QMMMGPOBSA-N	InChI=1S/C10H11NO4/c11-8(10(14)15)5-6-2-1-3-7(4-6)9(12)13/h1-4,8H,5,11H2,(H,12,13)(H,14,15)/t8-/m0/s1	N[C@@H](Cc1cccc(C(=O)O)c1)C(=O)O	C10H11NO4		209.068807832	JANONUPBHGWOBP	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Caylusea abyssinica	40012.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Resedaceae']	['Unknown']	['Caylusea']	['Caylusea abyssinica']		['Eukaryota']									1	0	1.6358309388160706	1
236	3203	47	Amino acids and Peptides|Shikimates and Phenylpropanoids	1.0	Small peptides	1.0	Aminoacids	1.0	4.0	0.30818245	ISDB	YBAFDPFAUTYYRW-YUMQZZPRSA-N	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1	CC(C)C[C@H](N=C(O)[C@@H](N)CCC(=O)O)C(=O)O	C11H20N2O5		260.13722174	YBAFDPFAUTYYRW	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.308182448148727	1
237	3202	-1							1.0	0.61586815	ISDB	GUAHPAJOXVYFON-UHFFFAOYSA-N	InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	CC(N)C(=O)CCCCCC(=O)O	C9H17NO3		187.120843404	GUAHPAJOXVYFON	Amino acids and Peptides|Shikimates and Phenylpropanoids|Fatty acids	Small peptides|Fatty Acids and Conjugates	Aminoacids|Oxo fatty acids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.615868151187897	1
238	3182	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.55646825	ISDB	JNTMAZFVYNDPLB-UHFFFAOYSA-N	InChI=1S/C17H31N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-14H,5-9,18H2,1-4H3,(H,19,21)(H,23,24)	CCC(C)C(N)C(=O)N1CCCC1C(O)=NC(C(=O)O)C(C)CC	C17H31N3O4		341.231456472	JNTMAZFVYNDPLB	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Bacillus cereus	5284557.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Bacillales']	['Bacillaceae']	['Unknown']	['Bacillus']	['Bacillus cereus']											0	3	3.5564682483673096	1
241	3153	-1							1.0	0.36163294	ISDB	NPMACKFPVVMSDC-FIXNUBBOSA-N	InChI=1S/C20H30O4/c1-14-6-5-7-15(2)16-12-19(4,17(16)9-8-14)20(22)11-10-18(3,13-21)23-24-20/h6,10-11,16-17,21-22H,2,5,7-9,12-13H2,1,3-4H3/b14-6-/t16-,17-,18+,19-,20+/m0/s1	C=C1CC/C=C(/C)CC[C@H]2[C@H]1C[C@]2(C)[C@@]1(O)C=C[C@](C)(CO)OO1	C20H30O4		334.21440944	NPMACKFPVVMSDC	Terpenoids	Diterpenoids	Xeniaphyllane diterpenoids	Sinularia gibberosa	3679260.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Alcyoniidae']	['Unknown']	['Sinularia']	['Sinularia gibberosa']		['Eukaryota']	['Metazoa']								2	0	2.3616329431533813	1
242	3111	205	Alkaloids	0.5	Pseudoalkaloids	0.5	pteridine alkaloids	0.5	1.0	0.0	MS1_match	AUNGANRZJHBGPY-MBNYWOFBSA-N	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m1/s1	Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C	C17H20N4O6	pos_1_1proton1methanol	376.13828436	AUNGANRZJHBGPY	Alkaloids	Pseudoalkaloids	pteridine alkaloids	Formica polyctena	815730.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Formicini']	['Formica']	['Formica polyctena']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
244	3101	13	Alkaloids	0.09375	Small peptides	0.09375	Aminoacids	0.0625	1.0	0.6181305	ISDB	LJSAOKIBMQABTP-UHFFFAOYSA-N	InChI=1S/C23H28N4O2/c1-25(2)12-10-15-14-24-17-8-9-19(28)21(20(15)17)27-18-7-5-4-6-16(18)23(29)11-13-26(3)22(23)27/h4-9,14,22,24,28-29H,10-13H2,1-3H3	CN(C)CCc1c[nH]c2ccc(O)c(N3c4ccccc4C4(O)CCN(C)C34)c12	C23H28N4O2		392.221226136	LJSAOKIBMQABTP	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	Arundo donax	659304.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Arundineae']	['Arundo']	['Arundo donax']		['Eukaryota']									1	1	2.6181305050849915	1
245	3097	-1							1.0	0.4921034	ISDB	TXKSAMJHOAHOGY-FDQLZJOISA-N	InChI=1S/C9H17NO5/c1-3-6(12)8(14)5-9(15)7(13)4(2-11)10(3)5/h3-9,11-15H,2H2,1H3/t3-,4+,5+,6-,7+,8-,9+/m0/s1	C[C@H]1[C@H](O)[C@@H](O)[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N12	C9H17NO5		219.110672644	TXKSAMJHOAHOGY	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	Scilla sodalicia	3969580.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Hyacinthaceae']	['Hyacintheae']	['Scilla']	['Scilla sodalicia']		['Eukaryota']									1	0	1.492103397846222	1
249	3065	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	138.0	0.36512682	ISDB	MZPNVEOVZSHYMZ-NTXGJNAHSA-N	InChI=1S/C30H46O3/c1-19(8-7-9-20(2)25(32)33)21-12-14-28(6)23-11-10-22-26(3,4)24(31)13-15-29(22)18-30(23,29)17-16-27(21,28)5/h9,19,21-23H,7-8,10-18H2,1-6H3,(H,32,33)/b20-9+/t19-,21-,22+,23+,27-,28+,29-,30+/m1/s1	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O	C30H46O3		454.344695332	MZPNVEOVZSHYMZ	Terpenoids	Triterpenoids	Cycloartane triterpenoids	Apis mellifera	461645.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis mellifera']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.365126818418503	1
250	3051	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.38872805	ISDB	XGDCYUQSFDQISZ-BQBZGAKWSA-N	InChI=1S/C9H18N2O4/c1-5(2)3-6(10)8(13)11-7(4-12)9(14)15/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t6-,7-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CO)C(=O)O	C9H18N2O4		218.126657056	XGDCYUQSFDQISZ	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.388728052377701	1
251	3038	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.56100976	ISDB	LHSGPCFBGJHPCY-STQMWFEESA-N	InChI=1S/C15H22N2O4/c1-9(2)7-12(16)14(19)17-13(15(20)21)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21)/t12-,13-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O	C15H22N2O4		294.157957184	LHSGPCFBGJHPCY	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	2	3.5610097646713257	1
252	3027	-1							1.0	0.6409869	ISDB	OKVCTOBWIAGOMR-ACCUITESSA-N	InChI=1S/C20H22O3/c1-23-20-15-17(12-14-19(20)22)11-13-18(21)10-6-5-9-16-7-3-2-4-8-16/h2-4,7-8,11-15,22H,5-6,9-10H2,1H3/b13-11+	COc1cc(/C=C/C(=O)CCCCc2ccccc2)ccc1O	C20H22O3		310.156894564	OKVCTOBWIAGOMR	Shikimates and Phenylpropanoids	Diarylheptanoids	Linear diarylheptanoids	Alpinia oxyphylla	144287.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Zingiberales']	['Zingiberaceae']	['Unknown']	['Alpinia']	['Alpinia oxyphylla']		['Eukaryota']									1	0	1.6409869194030762	1
253	3016	39	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Isocoumarins	1.0	1.0	0.32143995	ISDB	FXVRSKPFWVYCPN-UHFFFAOYSA-N	InChI=1S/C12H8O6/c13-6-2-1-4-8-5(12(17)18-11(4)6)3-7(14)9(15)10(8)16/h3,14-16H,1-2H2	O=C1CCc2c1oc(=O)c1cc(O)c(O)c(O)c21	C12H8O6		248.032087976	FXVRSKPFWVYCPN	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Punica granatum	646814.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Lythraceae']	['Unknown']	['Punica']	['Punica granatum']		['Eukaryota']									1	3	4.321439951658249	1
255	2997	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.78052235	ISDB	OUYCCCASQSFEME-MRVPVSSYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m1/s1	N[C@H](Cc1ccc(O)cc1)C(=O)O	C9H11NO3		181.073893212	OUYCCCASQSFEME	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	3	8.780522346496582	1
256	2792	-1							2.0	0.50425	ISDB	BIXWVSLNTIFDQN-UHFFFAOYSA-N	InChI=1S/C28H46O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h16,18-22,29H,8-15,17H2,1-7H3	Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)C=C2	C28H46O2		414.349780712	BIXWVSLNTIFDQN	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	Stemona curtisii	310604.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Pandanales']	['Stemonaceae']	['Unknown']	['Stemona']	['Stemona curtisii']		['Eukaryota']									1	0	1.5042499899864197	1
259	2664	-1							21.0	0.33081657	ISDB	HCOOTBJPHHNRCV-AQTSNUJDSA-N	InChI=1S/C29H48O2/c1-19(2)8-7-9-20(3)22-11-12-23-21-10-13-25-28(5,24(21)14-16-27(22,23)4)17-15-26(31)29(25,6)18-30/h10,18-20,22-26,31H,7-9,11-17H2,1-6H3/t20-,22-,23+,24+,25-,26+,27-,28-,29+/m1/s1	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	C29H48O2		428.365430776	HCOOTBJPHHNRCV	Terpenoids	Steroids	Cholestane steroids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.330816566944122	1
260	2185	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.55062705	ISDB	NYQBYASWHVRESG-MIMYLULJSA-N	InChI=1S/C13H18N2O4/c1-8(16)11(13(18)19)15-12(17)10(14)7-9-5-3-2-4-6-9/h2-6,8,10-11,16H,7,14H2,1H3,(H,15,17)(H,18,19)/t8-,10+,11+/m1/s1	C[C@@H](O)[C@H](N=C(O)[C@@H](N)Cc1ccccc1)C(=O)O	C13H18N2O4		266.126657056	NYQBYASWHVRESG	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.550627052783966	1
263	1962	-1							1.0	0.32634157	ISDB							MXODPXNEZPJXDO						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.32634156942367554	1
