rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
950	1	1	1	0.12119750310081531	-293.05686851100313	0.9999999999999999	37.46068265303811	C25H39N5O6	[M + H]+	RJXNLXLEDCSSNB	InChI=1S/C25H39N5O6/c1-25(2,3)36-24(35)29-19(12-13-21(27)32)22(33)30-23(34)20(15-17-9-5-4-6-10-17)28-18(16-31)11-7-8-14-26/h4-6,9-10,16,18-20,28H,7-8,11-15,26H2,1-3H3,(H2,27,32)(H,29,35)(H,30,33,34)	L-Phenylalaninamide, N2-((1,1-dimethylethoxy)carbonyl)-L-glutaminyl-N-(5-amino-1-formylpentyl)-, (S)-	CC(C)(C)OC(=O)NC(CCC(=O)N)C(=O)NC(=O)C(CC1=CC=CC=C1)NC(CCCCN)C=O	0.600000024	5487605	MeSH:(5487605);PubChem:(5487605);PubMed	70	506.2973327636719	106.669	3360_mapp_batch_00010_sirius_198
951	1	1	1	0.12108516290419388	-181.76516721802565	0.9999999999999999	98.81629922077133	C17H26O5	[M + H]+	FIUBGCOVROHRBS	InChI=1S/C17H26O5/c1-12-5-4-6-14(11-18)15(19)7-9-17(3,21)10-8-16(20)22-13(12)2/h6-10,12-13,15,18-19,21H,4-5,11H2,1-3H3	null	CC1CCC=C(C(C=CC(C=CC(=O)OC1C)(C)O)O)CO	1.60000002	10710089;85240859;101991340	COCONUT:(CNP0204405);KNApSAcK:(16220);Natural Products:(UNPD137832);PubChem:(10710089 85240859 101991340);SuperNatural:(SN00322507)	3178514	311.1852722167969	216.346	3305_mapp_batch_00010_sirius_3522
952	1	1	3	N/A	-511.23415610666393	0.9753768844221107	60.89537574194545	C34H43N3O3	[M + K]+	ITFBYYCNYVFPKD	InChI=1S/C34H43N3O3/c1-29(2)10-12-34(28(40)37-15-14-36-20-37)13-11-33(7)26(22(34)18-29)23(38)16-25-31(5)17-21(19-35)27(39)30(3,4)24(31)8-9-32(25,33)6/h14-17,20,22,24,26H,8-13,18H2,1-7H3	CDDO Imidazolide	CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)N6C=CN=C6)C	6.5	9958995;10165825;22267135;66605454;70171416;91826077;124846414;124846415;131704590;137530163;138106552	MeSH:(9958995);PubChem:(9958995 10165825 22267135 66605454 70171416 91826077 124846414 124846415 131704590 137530163 138106552);PubMed	70	580.29248046875	287.17	541_mapp_batch_00010_sirius_861
953	1	1	1	0.12007285916433623	-1055.1250220801528	0.9999999999999999	53.5831516837266	C32H59NO2	[M + H]+	XPIRPROBPQWQAF	InChI=1S/C32H59NO2/c1-10-11-12-13-14-15-16-17-18-19-20-21-22-35-26-33(8,9)25-27-23-28(31(2,3)4)30(34)29(24-27)32(5,6)7/h23-24H,10-22,25-26H2,1-9H3/p+1	(3,5-ditert-butyl-4-hydroxyphenyl)methyl-dimethyl-(tetradecoxymethyl)azanium	CCCCCCCCCCCCCCOC[N+](C)(C)CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C	11.3999996	3364607	COCONUT:(CNP0362374);PubChem:(3364607);SuperNatural:(SN00139470);ZINC bio:(ZINC68576516)	3153922	490.4623718261719	454.968	3689_mapp_batch_00010_sirius_3336
954	1	1	1	0.11993848042461866	-190.37547063459255	0.9999999999999999	51.35545015715837	C18H33N5O6	[M + H]+	MMDZLBSXZKLYKP	InChI=1S/C18H33N5O6/c1-11(2)9-12(19)18(29)22-10-15(25)23-13(17(20)28)5-3-4-8-21-14(24)6-7-16(26)27/h11-13H,3-10,19H2,1-2H3,(H2,20,28)(H,21,24)(H,22,29)(H,23,25)(H,26,27)	null	CC(C)CC(C(=O)NCC(=O)NC(CCCCNC(=O)CCC(=O)O)C(=O)N)N	-3.79999995	121232380;121232381	PubChem:(121232380 121232381);PubChem class - bio and metabolites	16777218	416.2520446777344	71.192	4463_mapp_batch_00010_sirius_3642
955	1	1	1	0.11990400427211668	-112.20259415027553	0.9919597989949747	59.013808705227554	C20H35N5O8	[M + H]+	RTWGJENDVPJNFH	InChI=1S/C20H35N5O8/c1-9(2)15(22)19(31)24-12(6-8-14(27)28)17(29)23-11(5-7-13(21)26)18(30)25-16(10(3)4)20(32)33/h9-12,15-16H,5-8,22H2,1-4H3,(H2,21,26)(H,23,29)(H,24,31)(H,25,30)(H,27,28)(H,32,33)	5-[[5-amino-1-[(1-carboxy-2-methylpropyl)amino]-1,5-dioxopentan-2-yl]amino]-4-[(2-amino-3-methylbutanoyl)amino]-5-oxopentanoic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)O)N	-1.62814724	20048995;24808485	PubChem:(20048995 24808485);PubChem class - bio and metabolites	16777218	474.25819396972656	70.173	4230_mapp_batch_00010_sirius_4521
956	1	1	4	N/A	-142.0886627797433	0.6904522613065327	60.7007727072714	C17H26O4	[M + K]+	CWRUTYMHYRFORU	InChI=1S/C17H26O4/c1-3-4-5-6-7-8-14(18)12-16(20)13-9-10-15(19)17(11-13)21-2/h9-11,16,19-20H,3-8,12H2,1-2H3	null	CCCCCCCC(=O)CC(C1=CC(=C(C=C1)O)OC)O	3.29999995	86067879	COCONUT:(CNP0394643);PubChem:(86067879);SuperNatural:(SN00162303);KEGG Mine	8593080322	333.146240234375	342.494	3609_mapp_batch_00010_sirius_3555
957	1	1	1	0.1192617967650687	-279.6362021713237	0.9999999999999999	37.157108732499125	C30H45N5O8	[M + H]+	YHTLEEMONFFJCU	InChI=1S/C30H45N5O8/c1-16(2)11-22-30(42)43-23(12-17(3)4)28(40)32-15-25(38)35-26(18(5)6)29(41)34-21(27(39)31-14-24(37)33-22)13-19-7-9-20(36)10-8-19/h7-10,16-18,21-23,26,36H,11-15H2,1-6H3,(H,31,39)(H,32,40)(H,33,37)(H,34,41)(H,35,38)	null	CC(C)CC1C(=O)OC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CC2=CC=C(C=C2)O)C(C)C)CC(C)C	3.0999999	24178774;24180543;74218054	COCONUT:(CNP0319213);Natural Products:(UNPD159477);PubChem:(24178774 24180543 74218054);SuperNatural:(SN00298920);PubMed	3178562	604.3342590332031	134.848	1398_mapp_batch_00010_sirius_1266
958	1	1	1	0.11923807548928309	-106.03714916304102	0.9999999999999999	105.46037761530513	C15H28N4O5	[M + H]+	UBWPQLMNMFXXLT	InChI=1S/C15H28N4O5/c1-5-8(2)12(19-13(22)9(3)16)15(24)17-10(4)14(23)18-11(6-20)7-21/h6,8-12,21H,5,7,16H2,1-4H3,(H,17,24)(H,18,23)(H,19,22)	(2S,3S)-2-[[(2S)-2-aminopropanoyl]amino]-N-[(2S)-1-[[(2S)-1-hydroxy-3-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-3-methylpentanamide	CCC(C)C(C(=O)NC(C)C(=O)NC(CO)C=O)NC(=O)C(C)N	-1.26732755	11987892	PubChem:(11987892);PubChem class - bio and metabolites	16777218	345.2136535644531	66.831	2078_mapp_batch_00010_sirius_345
959	1	1	1	0.11921671745647319	-130.76547445723034	0.9994974874371858	76.54291089399744	C20H37N5O6	[M + H]+	RCQFZOOLQGXXIP	InChI=1S/C20H37N5O6/c1-12(2)10-15(24-17(27)13-7-5-9-22-13)18(28)25-16(11-26)19(29)23-14(20(30)31)6-3-4-8-21/h12-16,22,26H,3-11,21H2,1-2H3,(H,23,29)(H,24,27)(H,25,28)(H,30,31)	6-amino-2-[[3-hydroxy-2-[[4-methyl-2-(pyrrolidine-2-carbonylamino)pentanoyl]amino]propanoyl]amino]hexanoic acid	CC(C)CC(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)NC(=O)C1CCCN1	-0.815866768	20013740;129316459	PubChem:(20013740 129316459);PubChem class - bio and metabolites	16777218	444.2838134765625	88.997	2822_mapp_batch_00010_sirius_505
960	1	1	1	0.11916467657712022	-196.30100370954776	0.9999999999999999	113.84889828866812	C10H19N3O3	[M + H]+	ANQIBKCNZPAPHC	InChI=1S/C10H19N3O3/c1-6(2)8(5-14)13-10(16)7(3)12-9(15)4-11/h5-8H,4,11H2,1-3H3,(H,12,15)(H,13,16)	null	CC(C)C(C=O)NC(=O)C(C)NC(=O)CN	-0.699999988	24808488	PubChem:(24808488);PubChem class - bio and metabolites	16777218	230.1500244140625	33.587	1746_mapp_batch_00010_sirius_1081
961	1	1	1	0.11862405633886111	-64.99810240629624	0.9849246231155782	8.339376718623974	C15H10O5	[M + H]+	KZNIFHPLKGYRTM	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	apigenin	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	2.23494625	5280443;12358401;12358402;25200950;101014859;101383057	HMDB:(2124);PubChem class - food;SuperNatural:(SN00005790);ZINC bio:(ZINC03871576);additional;HSDB:(520-36-5);MeSH:(5280443);Plantcyc:(A-DGAL-HEX-1:5_6:A CPD-431);PubMed;NORMAN:(NS00007770);COCONUT:(CNP0094170 CNP0251015);KNApSAcK:(3817);Natural Products:(UNPD48910);PubChem:(5280443 12358401 12358402 25200950 101014859 101383057);CHEBI:(58470 18388);PubChem class - bio and metabolites;KEGG:(C01477);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-431)	255781758	271.05999755859375	144.518	3614_mapp_batch_00010_sirius_261
962	1	1	1	0.11819081667081555	-285.24868960018216	0.9999999999999999	38.50651848034827	C20H28N4O5	[M + H]+	KZFDRSALOYPRBE	InChI=1S/C20H28N4O5/c21-11-5-4-8-15(20(28)29)23-19(27)16(12-13-6-2-1-3-7-13)24-18(26)14-9-10-17(25)22-14/h1-3,6-7,14-16H,4-5,8-12,21H2,(H,22,25)(H,23,27)(H,24,26)(H,28,29)	null	C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)O	-2.20000005	86140570	PubChem:(86140570);COCONUT:(CNP0347446)	2097154	405.2127685546875	92.785	836_mapp_batch_00010_sirius_4443
963	1	1	1	0.11805871130114669	-103.91641154698009	0.9999999999999999	42.10559271996314	C19H39N	[M + H]+	XUEUDIJZMZDEHO	InChI=1S/C19H39N/c1-3-5-7-9-10-11-13-15-19-17-16-18(20-19)14-12-8-6-4-2/h18-20H,3-17H2,1-2H3	2-hexyl-5-nonylpyrrolidine	CCCCCCCCCC1CCC(N1)CCCCCC	7.80000019	158016;129866481	COCONUT:(CNP0275756);Natural Products:(UNPD146992);PubChem:(158016 129866481);SuperNatural:(SN00386727)	3178498	282.3155212402344	277.902	2702_mapp_batch_00010_sirius_7185
964	1	1	5	N/A	-1110.8447467762555	0.670854271356784	9.47763531611406	C51H71N7O5	[M + Na]+	SOOUPUNLZKLYGA	InChI=1S/C51H71N7O5/c1-47-23-35(56-44(52)26-47)19-31-6-3-7-32(18-31)20-38-34(10-14-49-13-5-9-37(49)46-36(11-15-54-46)39(24-49)50(62,29-55-47)27-45(60)61)21-33-8-4-12-48(2)43(59)22-41(57-17-16-53-30-57)42-25-51(38,63)40(33)28-58(42)48/h3,6-7,11,15-18,21,30,34-35,37-44,54-56,59,62-63H,4-5,8-10,12-14,19-20,22-29,52H2,1-2H3,(H,60,61)/p+1	null	CC12CCCC3=CC4CCC56CCCC5C7=C(C=CN7)C(C6)C(CNC8(CC(CC9=CC(=CC=C9)CC4C4(C3C[NH+]1C(C4)C(CC2O)N1C=CN=C1)O)NC(C8)N)C)(CC(=O)O)O	0.0	""	COCONUT:(CNP0272541)	2097152	884.5445861816406	133.401	2348_mapp_batch_00010_sirius_4900
965	1	1	3	N/A	-805.6557951740501	0.7829145728643216	44.761181369425884	C43H52N4O8	[M + H]+	KJJIVLXZRLRBDB	InChI=1S/C43H52N4O8/c1-5-21-19-46-15-13-24-36-30(45-38(24)31(46)17-26(21)28(20-53-2)42(51)54-3)11-9-25(41(36)50)40-22-10-12-34(49)37(43(52)55-4)27(22)18-32-39-23(14-16-47(32)40)35-29(44-39)7-6-8-33(35)48/h6-9,11,20-22,26-27,31-32,34,37,40,44-45,48-50H,5,10,12-19H2,1-4H3	null	CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=C3C(=C(C=C4)C5C6CCC(C(C6CC7N5CCC8=C7NC9=C8C(=CC=C9)O)C(=O)OC)O)O	5.19999981	101615678	PubChem:(101615678);COCONUT:(CNP0085722)	2097154	753.3824462890625	132.209	1068_mapp_batch_00010_sirius_658
966	1	1	1	0.11763567408651429	-27.92090149806156	0.9999999999999999	28.794043280891476	C34H67NO3	[M + H]+	DLTXHYMYPKOZOA	InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-14-15-16-17-18-19-20-22-24-26-28-30-34(38)35-32(31-36)33(37)29-27-25-23-21-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)	N-(eicosanoyl)-tetradecasphing-4-enine	CCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCC)O	12.8999996	11092732;138144836	COCONUT:(CNP0240304);Natural Products:(UNPD197053);PubChem:(11092732 138144836);SuperNatural:(SN00232884);PubMed	3178562	538.5204467773438	506.086	1580_mapp_batch_00010_sirius_3021
967	2	1	1	0.11754857700840798	-32.52260815007835	0.992964824120603	48.477182212905355	C25H54NO6P	[M + H]+	PKPGKYPSMJMPGS	InChI=1S/C25H54NO6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-30-23-25(27)24-32-33(28,29)31-22-20-26/h25,27H,2-24,26H2,1H3,(H,28,29)	1-eicosyl-glycero-3-phosphoethanolamine	CCCCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)O	4.9000001	52925152	PubChem:(52925152);CHEBI:(138541)	34	496.3764343261719	383.673	3893_mapp_batch_00010_sirius_3359
968	1	1	1	0.11698563234271793	-204.88200717224373	0.9999999999999999	74.45885302893178	C21H37NO5	[M + H]+	YLCGQCCCWXNFOA	InChI=1S/C21H37NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)17-21(26)27-19(22(2,3)4)15-16-20(24)25/h10-13,18-19,23H,5-9,14-17H2,1-4H3/p+1	3-Hydroxy-5, 8-tetradecadiencarnitine	CCCCCCC=CC=CCC(CC(=O)OC(CCC(=O)O)[N+](C)(C)C)O	4.0999999	53481683;53481684	COCONUT:(CNP0085472);PubChem:(53481683 53481684);YMDB Mine;CHEBI:(89747)	34361835554	384.2745666503906	289.311	1700_mapp_batch_00010_sirius_1737
969	1	1	1	0.11690983261633026	-463.5475512584947	0.9999999999999999	36.82324150763714	C26H49N5O4	[M + Na]+	ITBKUPNSNYDPST	InChI=1S/C26H49N5O4/c1-5-18(3)12-9-7-8-10-13-20-16-22(32)28-17-23(33)30-21(14-11-15-27)25(34)31-24(19(4)6-2)26(35)29-20/h18-21,24H,5-17,27H2,1-4H3,(H,28,32)(H,29,35)(H,30,33)(H,31,34)	Rhodopeptin C2	CCC(C)CCCCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C(C)CC)CCCN	3.5999999	484986;139586836	COCONUT:(CNP0171599);Natural Products:(UNPD167076);PubChem:(484986 139586836);SuperNatural:(SN00283060);MeSH:(484986);PubMed	3178566	518.3695373535156	387.315	2546_mapp_batch_00010_sirius_457
970	1	1	1	0.1167561055028536	-431.45150694055707	0.9999999999999999	48.817041773893905	C31H46N2O6	[M + H]+	HAJGRPCMWZCUHO	InChI=1S/C31H46N2O6/c1-30-15-14-26-31(2,19-38-28(39-26)18-33-29(36)21-6-4-5-7-21)25(30)13-12-24(34)23(30)16-27(35)32-17-20-8-10-22(37-3)11-9-20/h8-11,21,23-26,28,34H,4-7,12-19H2,1-3H3,(H,32,35)(H,33,36)	N-[[8-hydroxy-7-[2-[(4-methoxyphenyl)methylamino]-2-oxoethyl]-6a,10b-dimethyl-4a,5,6,7,8,9,10,10a-octahydro-1H-naphtho[2,1-d][1,3]dioxin-3-yl]methyl]cyclopentanecarboxamide	CC12CCC3C(C1CCC(C2CC(=O)NCC4=CC=C(C=C4)OC)O)(COC(O3)CNC(=O)C5CCCC5)C	3.70000005	5197880;11885009	PubChem:(5197880 11885009);COCONUT:(CNP0011723)	2097154	543.34033203125	291.634	1475_mapp_batch_00010_sirius_3009
971	1	1	1	0.116107521144342	-36.26838545416695	0.9999999999999999	19.74498376100016	C27H56NO7P	[M + H]+	NYSQCLMCGRAJJQ	InChI=1S/C27H56NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h26,29H,2-25,28H2,1H3,(H,31,32)	Lysophosphatidylethanolamine(22:0/0:0)	CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	5.5999999	52925144;75958072	COCONUT:(CNP0182875);HMDB:(11520);PubChem:(52925144 75958072);Lipid:(LPE 22:0);PubChem class - bio and metabolites	4313841674	538.3869018554688	398.483	569_mapp_batch_00010_sirius_8001
972	1	1	1	0.11584003207961051	-139.3968293899286	0.9984924623115577	15.623218258039165	C20H41NO5	[M + H]+	JIMOHLIIDCNPSU	InChI=1S/C20H41NO5/c1-16(21-17(2)23)20(26)15-19(25)13-9-6-8-12-18(24)11-7-4-3-5-10-14-22/h16,18-20,22,24-26H,3-15H2,1-2H3,(H,21,23)	null	CC(C(CC(CCCCCC(CCCCCCCO)O)O)O)NC(=O)C	2.29999995	122206412	PubChem:(122206412);COCONUT:(CNP0355855)	2097154	376.30580139160156	246.429	3645_mapp_batch_00010_sirius_3331
973	1	1	1	0.11563793266837692	-63.83734162385406	0.9999999999999999	65.55445076078257	C14H29N	[M + H]+	MTUWTJGXAHFTPF	InChI=1S/C14H29N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h7-8H,2-6,9-15H2,1H3	(E)-tetradec-7-en-1-amine	CCCCCCC=CCCCCCCN	5.0	10680019;21508422;54090967	COCONUT:(CNP0143158);MeSH:(10680019);Natural Products:(UNPD70026);PubChem:(10680019 21508422 54090967);PubMed	2129990	212.23728942871094	221.695	4858_mapp_batch_00010_sirius_7272
974	1	1	1	0.11561378611163725	-637.1243568106757	0.9999999999999999	17.6106643483041	C36H60N4O5	[M + Na]+	NMLVMVCRKNQPKK	InChI=1S/C36H60N4O5/c1-6-8-20-30(35(44)40-36(45)32(38-26(5)41)23-28-18-14-11-15-19-28)39-31(22-27-16-12-10-13-17-27)33(42)24-29(25(3)4)34(43)37-21-9-7-2/h11,14-15,18-19,25,27,29-33,39,42H,6-10,12-13,16-17,20-24H2,1-5H3,(H,37,43)(H,38,41)(H,40,44,45)	L-Norleucinamide, N-acetyl-L-phenylalanyl-N-(4-((butylamino)carbonyl)-1-(cyclohexylmethyl)-2-hydroxy-5-methylhexyl)-, (1S-(1R*,2R*,4R*))-	CCCCC(C(=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C)NC(CC2CCCCC2)C(CC(C(C)C)C(=O)NCCCC)O	6.9000001	5487454	MeSH:(5487454);PubChem:(5487454);PubMed	70	651.4439697265625	130.301	1427_mapp_batch_00010_sirius_1272
975	1	1	1	0.11503597514530596	-219.71659837793501	0.9999999999999999	34.89065691858403	C20H36N4O5	[M + H]+	IEOKYSJERLIWTJ	InChI=1S/C20H36N4O5/c1-12(2)11-15(23-19(28)29-20(4,5)6)18(27)24-9-7-14(8-10-24)17(26)22-13(3)16(21)25/h12-15H,7-11H2,1-6H3,(H2,21,25)(H,22,26)(H,23,28)	tert-butyl [1-({4-[(2-amino-1-methyl-2-oxoethyl)carbamoyl]piperidin-1-yl}carbonyl)-3-methylbutyl]carbamate	CC(C)CC(C(=O)N1CCC(CC1)C(=O)NC(C)C(=O)N)NC(=O)OC(C)(C)C	1.29999995	3452539;7091510	COCONUT:(CNP0381731);PubChem:(3452539 7091510);SuperNatural:(SN00071728);ZINC bio:(ZINC04073703)	3153922	413.2762756347656	79.523	1745_mapp_batch_00010_sirius_1325
976	1	1	1	0.11471045898255396	-442.4172246512914	0.9999999999999999	104.01055301558894	C21H40N8O6	[M + Na]+	IESDGNYHXIOKRW	InChI=1S/C21H40N8O6/c1-12(30)16(23)18(32)27-13(6-2-3-9-22)19(33)29-11-5-8-15(29)17(31)28-14(20(34)35)7-4-10-26-21(24)25/h12-16,30H,2-11,22-23H2,1H3,(H,27,32)(H,28,31)(H,34,35)(H4,24,25,26)	ACMC-20mgkp	CC(C(C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	-2.65133071	24780;156080;12767291;24833843;44363090;57148585;53477795;58699770;58755878;92340629;129449867;129449868;129449869;129449870;138673115	COCONUT:(CNP0002334);HMDB:(5770);PubChem:(24780 156080 12767291 24833843 44363090 57148585 53477795 58699770 58755878 92340629 129449867 129449868 129449869 129449870 138673115);CHEBI:(88947);ZINC bio:(ZINC03927222);MeSH:(24780 156080 24833843 53477795);Training Set;PubMed	2121838	523.2958984375	79.423	2136_mapp_batch_00010_sirius_358
977	1	1	1	0.11459448724169247	-559.9245672040637	0.9999999999999999	26.95346101218247	C31H50N6O7	[M + H]+	RVGOPVDNLHRSFF	InChI=1S/C31H50N6O7/c1-18(2)16-22(33)27(39)35-24(17-20-10-12-21(38)13-11-20)30(42)37-15-7-9-25(37)28(40)36-26(19(3)4)29(41)34-23(31(43)44)8-5-6-14-32/h10-13,18-19,22-26,38H,5-9,14-17,32-33H2,1-4H3,(H,34,41)(H,35,39)(H,36,40)(H,43,44)	null	CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)O)N	1.28555071	""	COCONUT:(CNP0289701);Natural Products:(UNPD158997);SuperNatural:(SN00228394)	3178496	619.3814086914062	135.291	224_mapp_batch_00010_sirius_1383
978	1	1	1	0.11453863485404121	-139.5782351447085	0.9999999999999999	44.63723702161643	C22H41NO5	[M + H]+	MCEJPKVOPAAHPF	InChI=1S/C22H41NO5/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(24)23-19(22(26)27)17-18-21(25)28-2/h19H,3-18H2,1-2H3,(H,23,24)(H,26,27)	N-Palmitoylglutamic acid alpha-methyl ester	CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)OC)C(=O)O	6.69999981	194541	MeSH:(194541);PubChem:(194541);PubMed	70	400.30604553222656	286.443	4534_mapp_batch_00010_sirius_7222
979	1	1	1	0.11440185436525549	-51.638118123657854	0.9999999999999999	9.492889294918482	C25H53N	[M + H]+	UWHRNIXHZAWBMF	InChI=1S/C25H53N/c1-4-6-8-10-12-14-16-18-20-22-24-26(3)25-23-21-19-17-15-13-11-9-7-5-2/h4-25H2,1-3H3	didodecylmethylamine	CCCCCCCCCCCCN(C)CCCCCCCCCCCC	11.3999996	76205;22645772	NORMAN:(NS00021993);PubChem class - safety and toxic;PubChem:(76205 22645772);PubMed	67371074	368.4251708984375	365.848	3130_mapp_batch_00010_sirius_582
980	1	1	1	0.1143493207865129	-1.0946751532661072	0.9999999999999999	3102.0340116100733	C39H72O5	[M + H3N + H]+	KHZWFBMNVAZGPA	InChI=1S/C39H72O5/c1-3-5-7-9-11-13-15-17-18-19-20-22-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-21-16-14-12-10-8-6-4-2/h14,16-18,37,40H,3-13,15,19-36H2,1-2H3	Diacylglycerol(20:1/16:1)	CCCCCCCCC=CCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC	14.3000002	53478205;134743821	COCONUT:(CNP0084662);HMDB:(7389);PubChem:(53478205 134743821);SuperNatural:(SN00217224);YMDB Mine;CHEBI:(88938);PubChem class - bio and metabolites;Lipid:(DG(18:1_18:1))	38674628650	638.5721130371094	484.087	4301_mapp_batch_00010_sirius_3935
981	1	1	1	0.11420715356983337	-769.1244207413631	0.9999999999999999	11.069481789165366	C53H83NO3	[M + K]+	QUZSYLCMPALEDQ	InChI=1S/C53H83NO3/c1-39(2)21-13-22-40(3)23-14-24-41(4)25-15-26-42(5)27-16-28-43(6)29-17-30-44(7)31-18-32-45(8)33-19-34-46(9)35-20-36-47(10)37-38-49-48(11)51(55)50(54)53(57-12)52(49)56/h21,23,25,27,29,31,33,35,37,55-56H,13-20,22,24,26,28,30,32,34,36,38,54H2,1-12H3	null	CC1=C(C(=C(C(=C1O)N)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	17.6000004	134160348	PubChem:(134160348);CHEBI:(140752)	34	820.5992736816406	299.262	2019_mapp_batch_00010_sirius_1791
982	1	1	1	0.11389166044029207	-387.8934155891352	0.9999999999999999	15.561652667370128	C28H41N3O4	[M + H]+	GEUNVGPVFIEURH	InChI=1S/C28H41N3O4/c1-26(2)16-23(31-25(33)18-35-4)28(13-12-27(3,34)15-22(26)28)11-9-24(32)29-14-10-19-17-30-21-8-6-5-7-20(19)21/h5-8,17,22-23,30,34H,9-16,18H2,1-4H3,(H,29,32)(H,31,33)	null	CC1(CC(C2(C1CC(CC2)(C)O)CCC(=O)NCCC3=CNC4=CC=CC=C43)NC(=O)COC)C	3.29999995	25339594	COCONUT:(CNP0052353);PubChem:(25339594);ZINC bio:(ZINC12531545)	2105346	484.31829833984375	339.293	4867_mapp_batch_00010_sirius_7273
983	1	1	1	0.11387006129448342	-264.51847755118297	0.9999999999999999	72.58966407454112	C20H26FNO3	[M + H]+	ITJUEEFHEQFJNS	InChI=1S/C20H26FNO3/c1-3-24-12-4-11-22-14-17-7-10-19(20(13-17)23-2)25-15-16-5-8-18(21)9-6-16/h5-10,13,22H,3-4,11-12,14-15H2,1-2H3	3-ethoxy-N-{4-[(4-fluorobenzyl)oxy]-3-methoxybenzyl}propan-1-amine	CCOCCCNCC1=CC(=C(C=C1)OCC2=CC=C(C=C2)F)OC	4.04271364	1814822;1814823	PubChem:(1814822 1814823);CHEBI:(104035)	34	348.19732666015625	88.368	4162_mapp_batch_00010_sirius_107
984	1	1	1	0.11335305748660199	-182.52765010610995	0.9969849246231155	14.645078825164306	C23H42N4O8	[M + Na]+	JNJGHWCLIHDZDM	InChI=1S/C23H42N4O8/c1-18(2)17-22(31)27(35)16-8-4-6-13-24-19(28)9-11-21(30)26(34)15-7-3-5-14-25-20(29)10-12-23(32)33/h18,34-35H,3-17H2,1-2H3,(H,24,28)(H,25,29)(H,32,33)	tenacibactin C	CC(C)CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)O)O)O	-0.400000006	16216279	COCONUT:(CNP0375311);KNApSAcK:(40460);Natural Products:(UNPD117679);PubChem:(16216279);SuperNatural:(SN00304551);PubMed	3178578	525.2881469726562	86.751	2655_mapp_batch_00010_sirius_3147
