id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
4781_mapp_batch_00010_sirius_3693	C30H44O2	[M + H]+	C30H44O2	Terpenoids	0.9987672567367554	Triterpenoids	0.9954831600189209	Lupane triterpenoids	0.8471681475639343	Triterpenoids	0.9355513453483582			Triterpenoids	0.9355513453483582	Prenol lipids	0.9607069492340088	Lipids and lipid-like molecules	0.976409912109375	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Triterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3765_mapp_batch_00010_sirius_9	C23H46NO7P	[M + H]+	C23H46NO7P	Fatty acids	0.9984508752822876	Glycerophospholipids	0.9973466396331787	Glycerophosphoethanolamines	0.9907627701759338	Amino acids and derivatives	0.946492612361908	Amino acids and derivatives	0.946492612361908	Amino acids, peptides, and analogues	0.9510177373886108	Carboxylic acids and derivatives	0.9994571805000305	Organic acids and derivatives	0.9999978542327881	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4102_mapp_batch_00010_sirius_90	C12H18N6	[M + H]+	C12H18N6	Alkaloids	0.9988290667533875	Peptide alkaloids	0.6267088055610657	Pyrazine and Piperazine alkaloids	0.5315113663673401	Pyrimidines and pyrimidine derivatives	0.5825015902519226			Pyrimidines and pyrimidine derivatives	0.5825015902519226	Diazines	0.42243602871894836	Organoheterocyclic compounds	0.9999935626983643	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyrazoles; Organonitrogen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
4717_mapp_batch_00010_sirius_7251	C22H29N5O	[M + H]+	C22H29N5O	Alkaloids	0.9970592260360718	Tryptophan alkaloids	0.6537079811096191	Pyridine alkaloids	0.4709162414073944	Benzene and substituted derivatives	0.635091245174408					Benzene and substituted derivatives	0.635091245174408	Benzenoids	0.9686002731323242	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Tertiary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5010_mapp_batch_00010_sirius_7294	C25H35N5O6	[M + Na]+	C25H35N5O6	Amino acids and Peptides	0.9976959824562073	Small peptides	0.9983623623847961	Tripeptides	0.9756098985671997	Oligopeptides	0.9648922085762024	Peptides	0.9976398944854736	Amino acids, peptides, and analogues	0.9999412298202515	Carboxylic acids and derivatives	0.999950647354126	Organic acids and derivatives	0.9999744892120361	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Secondary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
4308_mapp_batch_00010_sirius_146	C18H24O12	[M + Na]+	C18H24O12	Terpenoids	0.9975970387458801	Monoterpenoids	0.9999363422393799	Iridoids monoterpenoids	0.9744306206703186	Iridoid O-glycosides	0.6518077254295349	Iridoid O-glycosides	0.6518077254295349	Terpene glycosides	0.9560706615447998	Prenol lipids	0.9503146409988403	Lipids and lipid-like molecules	0.9482654333114624	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4375_mapp_batch_00010_sirius_7201	C9H9NO3	[M + H]+	C9H9NO3	Amino acids and Peptides	0.9375479221343994	Small peptides	0.9619063138961792	Aminoacids	0.8960171937942505	N-acyl-alpha amino acids	0.9960685968399048	Amino acids and derivatives	0.9985876083374023	Amino acids, peptides, and analogues	0.9986353516578674	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hippuric acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4442_mapp_batch_00010_sirius_3952	C19H40NO7P	[M + H]+	C19H40NO7P	Fatty acids	0.9977405071258545	Glycerophospholipids	0.9978466033935547	Glycerophosphoethanolamines	0.9861912727355957	Amino acids and derivatives	0.995864987373352	Amino acids and derivatives	0.995864987373352	Amino acids, peptides, and analogues	0.9957122802734375	Carboxylic acids and derivatives	0.9995525479316711	Organic acids and derivatives	0.9999957084655762	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3835_mapp_batch_00010_sirius_3351	C40H73NO7	[M + H]+	C40H73NO7	Fatty acids	0.9924038052558899	Sphingolipids	0.9910257458686829	Neutral glycosphingolipids	0.99160236120224	Glycosphingolipids	0.8402223587036133			Glycosphingolipids	0.8402223587036133	Sphingolipids	0.8796599507331848	Lipids and lipid-like molecules	0.9975311160087585	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4103_mapp_batch_00010_sirius_91	C17H33N3O4	[M + H]+	C17H33N3O4	Amino acids and Peptides	0.9997312426567078	Small peptides	0.9998223185539246	Tripeptides	0.7532042860984802	Dipeptides	0.662536084651947	Peptides	0.9997991919517517	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999977350234985	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
4680_mapp_batch_00010_sirius_4112	C47H65N3O7	[M + H]+	C47H65N3O7	Polyketides	0.9736846685409546	Oligopeptides	0.761826753616333	Depsipeptides	0.8308108448982239	Depsipeptides	0.5217441320419312			Depsipeptides	0.5217441320419312	Peptidomimetics	0.5180566310882568	Organic acids and derivatives	0.9997418522834778	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Ketones; Alkyl aryl ethers; Anisoles; Lactams; Piperidines; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cyclic ketones; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
4580_mapp_batch_00010_sirius_4097	C22H44NO7P	[M + H]+	C22H44NO7P	Fatty acids	0.9980279803276062	Glycerophospholipids	0.9968697428703308	Glycerophosphoethanolamines	0.9840756058692932	Amino acids and derivatives	0.9796618223190308	Amino acids and derivatives	0.9796618223190308	Amino acids, peptides, and analogues	0.9789509177207947	Carboxylic acids and derivatives	0.9987589120864868	Organic acids and derivatives	0.9999172687530518	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3766_mapp_batch_00010_sirius_2495	C10H22N8O4	[M + H]+	C10H22N8O4	Amino acids and Peptides	0.9999330043792725	Small peptides	0.999961256980896	Dipeptides	0.9786821603775024	Oligopeptides	0.7888031005859375	Peptides	0.9999984502792358	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999951124191284	Organic acids and derivatives	0.9999982118606567	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
3730_mapp_batch_00010_sirius_294	C26H37NO7	[M + H]+	C26H37NO7	Terpenoids	0.6393978595733643	Sesquiterpenoids	0.5801210999488831	Open-chain polyketides	0.3297472894191742	Amino acids and derivatives	0.5212373733520508	Amino acids and derivatives	0.5212373733520508	Amino acids, peptides, and analogues	0.5246365666389465	Carboxylic acids and derivatives	0.9734684228897095	Organic acids and derivatives	0.9879576563835144	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrrolines; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4954_mapp_batch_00010_sirius_7592	C9H18N2O4	[M + H]+	C9H18N2O4	Amino acids and Peptides	0.999943733215332	Small peptides	0.999994158744812	Dipeptides	0.9982897639274597	Dipeptides	0.9927501678466797	Peptides	0.9999912977218628	Amino acids, peptides, and analogues	0.9999995231628418	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Organic zwitterions; Organic salts; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
4581_mapp_batch_00010_sirius_3973	C17H37NO2	[M + H]+	C17H37NO2	Fatty acids	0.9786240458488464	Fatty amides	0.7436628341674805	Fatty alcohols	0.7723818421363831	1,2-aminoalcohols	0.9816156029701233	Alkanolamines	0.997893750667572	Amines	0.999998927116394	Organonitrogen compounds	0.9999964237213135	Organic nitrogen compounds	0.99994957447052	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4073_mapp_batch_00010_sirius_3380	C26H34N4O7	[M + H]+	C26H34N4O7	Amino acids and Peptides	0.9998935461044312	Small peptides	0.9988991022109985	Tripeptides	0.9786316156387329	Oligopeptides	0.9896344542503357	Peptides	0.9997949004173279	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	0.9999995231628418	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
3900_mapp_batch_00010_sirius_3589	C16H11NO2	[M + H]+	C16H11NO2	Polyketides	0.41613003611564636	Naphthalenes	0.5794336199760437	Naphthoquinones	0.5158846974372864	Aryl ketones	0.8771064281463623	Ketones	0.7966241240501404	Carbonyl compounds	0.9112006425857544	Organooxygen compounds	0.9999798536300659	Organic oxygen compounds	1.0	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3731_mapp_batch_00010_sirius_295	C24H50NO7P	[M + Na]+	C24H50NO7P	Fatty acids	0.9979521632194519	Glycerophospholipids	0.9998856782913208	Glycerophosphocholines	0.9972707629203796	1-acyl-sn-glycero-3-phosphocholines	0.9190760254859924	Lysophosphatidylcholines	0.9116485714912415	Glycerophosphocholines	0.998601496219635	Glycerophospholipids	0.9997324347496033	Lipids and lipid-like molecules	0.9990888833999634	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4681_mapp_batch_00010_sirius_7245	C17H28O8	[M + Na]+	C17H28O8	Terpenoids	0.5908591151237488	Monoterpenoids	0.2557356357574463	Macrolide lactones	0.20272064208984375	Fatty acyl glycosides	0.5595843195915222			Fatty acyl glycosides	0.5595843195915222	Fatty Acyls	0.7651479244232178	Lipids and lipid-like molecules	0.793017566204071	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4682_mapp_batch_00010_sirius_7397	C28H48NO7P	[M + H]+	C28H48NO7P	Fatty acids	0.9962587356567383	Glycerophospholipids	0.9998441934585571	Glycerophosphocholines	0.9977359771728516	1-acyl-sn-glycero-3-phosphocholines	0.9622169137001038	Lysophosphatidylcholines	0.9564135670661926	Glycerophosphocholines	0.9931492209434509	Glycerophospholipids	0.9901837706565857	Lipids and lipid-like molecules	0.99904865026474	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3563_mapp_batch_00010_sirius_252	C32H46O8	[M + Na]+	C32H46O8	Shikimates and Phenylpropanoids	0.845828115940094	Phenolic acids (C6-C1)	0.6001720428466797	Simple phenolic acids	0.6024843454360962	Benzoic acid esters	0.5343655943870544	Benzoic acid esters	0.5343655943870544	Benzoic acids and derivatives	0.9676946401596069	Benzene and substituted derivatives	0.9754168391227722	Benzenoids	0.9904943704605103	Organic compounds; Lipids and lipid-like molecules; Phenols; Glycerolipids; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Vinylogous acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
4274_mapp_batch_00010_sirius_7347	C24H36N4O7	[M + H]+	C24H36N4O7	Amino acids and Peptides	0.9793362021446228	Small peptides	0.9723198413848877	Tripeptides	0.8659530282020569	Oligopeptides	0.9935571551322937	Peptides	0.996703565120697	Amino acids, peptides, and analogues	0.9999991655349731	Carboxylic acids and derivatives	0.9999992847442627	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Acyl homoserines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Aspartic acid and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
4545_mapp_batch_00010_sirius_7377	C21H29N5O5	[M + H]+	C21H29N5O5	Amino acids and Peptides	0.9999661445617676	Small peptides	0.9997808337211609	Tripeptides	0.8779148459434509	Oligopeptides	0.9533358216285706	Peptides	0.9999995231628418	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Valine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
5046_mapp_batch_00010_sirius_4180	C23H43N5O4	[M + H]+	C23H43N5O4	Fatty acids	0.3109953999519348	Fatty amides	0.6674571633338928	N-acyl amines	0.5342642664909363	N-acyl-alpha amino acids and derivatives	0.5685210227966309	Amino acids and derivatives	0.9479738473892212	Amino acids, peptides, and analogues	0.9556469917297363	Carboxylic acids and derivatives	0.9674660563468933	Organic acids and derivatives	0.9680711030960083	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
